视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
23,https://www.youtube.com/watch?v=TaBgE0yhH2A,22:36,vlog - 居家,1,Does Max like to play with baby?,"多线索推理,人物属性建模,多模态/多语言推理",Yes.,,模型需定位多个片段，包括Max抱着baby以及逗笑哄她玩的片段，同时Max对于照顾孩子并不抵触，反而对于Baby的行为感到惊喜和开心，由此可推测他喜欢和小孩子玩。,,,,,,,,,,
,,,,2,Is Max good at cooking?,人物属性建模,No.,,"模型需定位多个片段，包括Max说自己不经常煮鸡蛋，以及对于厨房日常的准备工作不太娴熟等,由此可推测Mmax不太擅长料理。",,,,,,,,,,
,,,,3,Why is Gabie dinging Max on the side?,多线索推理,Gabie wants to help Max with his cooking.,,模型需定位多个片段，包括Gabie全程在厨房给Max提示，教Max方法等，均表明Gabie想在旁给予Max帮助。,,,,,,,,,,
,,,,4,What seasonings are needed for Tteokbokki+dumplings?,通用知识推理,Sugar and Gochujiang.,Tteokbokki可能是一种韩国料理，需要糖和一些Gochujiang作为调味,模型需定位多个片段，包括Max加糖的片段以及加两勺Gochujiang的片段,,,,,,,,,,
,,,,5,What is Gochujiang?,通用知识推理,A Korean Special Sauce.,苦椒酱（韩语：고추장）又称韩式辣酱，是一种具有鲜味与辣味的韩式酱料，颜色呈深红色。传统上，辣酱需置于户外的瓮里发酵多年。主成分有红辣椒粉、糯米粉、磨成粉状的发酵黄豆、食盐，也会加入少许的糖。其为朝鲜拌饭与辣炒年糕主要使用的酱料。,模型需定位多个片段，包括在Vlog中对于Gochujiang的图片展示，以及它的味道说明等，同时根据百科的回答得出结果,,,,,,,,,,
24,https://www.youtube.com/watch?v=vf6S6DEDWeA,25:53,vlog - 旅行,1,Is Chelsea Market an indoor or outdoor venue?,多模态/多语言推理,It's an indoor market.,,模型可定位到博主逛Chelsea Market的片段，根据画面中体现的是室内的场景来判断答案。,,,,,,,,,,
,,,,2,What's kind of the restaurant “Willow” is?,通用知识推理,A fully vegan restaurant.,通过视频中博主的介绍可知，Willow是一家素食餐厅。,模型可定位到博主提到Willow的片段，根据博主对这家餐厅的介绍，从而得知是一家全素食餐厅。,,,,,,,,,,
,,,,3,What's the minimum order at Pop Up Bagels?,通用知识推理,Three bagels.,博主在视频中提及，Pop Up Bagels有最小订购量，三个贝果起购。,模型可定位至博主谈及Pop Up Bagels的片段，可知该贝果店铺有最小订购量。,,,,,,,,,,
,,,,4,What's the relationship between the vlogger and Ryan?,"多线索推理,人物属性建模",Couple.,,模型可定位到视频中博主称呼Ryan为husband可知他们是夫妻关系，且Ryan手上一直带着婚戒，也可进一步判断他们的关系。,,,,,,,,,,
,,,,5,What's Ryan's favorite clothing brand?,"多线索推理,人物属性建模",AMI.,,模型可定位到他们去逛街的画面，博主提及来到AMI这家店最兴奋的是Ryan，且提到Ryan喜欢这家店里的东西，可以判断Ryan最喜欢的衣服品牌是AMI。,,,,,,,,,,
25,https://www.youtube.com/watch?v=vwCGgWZFAyk,31:24,探索 - 参观,1,At what age did granny move to The Village?,"多线索推理,人物属性建模",62,,模型找到第一个线索：granny马上要过85岁生日，然后找到另一个线索：她是2002年搬来The villages的，因此可知当年她62岁。,,,,,,,,,,
,,,,2,Where did Uncle Nelson work?,"人物属性建模,多模态/多语言推理",NASA.,,模型可以追踪到Kara介绍Uncle Nelson的职业是rocket scientist，视频显示他的工作单位是NASA.,,,,,,,,,,
,,,,3,How is The Villages composed of?,"多模态/多语言推理,通用知识推理","It is composed of three counties, which are Spanish spring , Sumter and Brownwood.",Uncle Nelson介绍了The Villages的构成，同时视频上有动态地图作为辅助信息。,模型可以追踪到Uncle Nelson对The Villages发展的介绍，并且借助动态地图能够了解组成。,,,,,,,,,,
,,,,4,"Who did Kara meet at Sumter, along with granny and uncle Nelson?",多跳推理,"The parents of Kara's editor, who are about to move in to The Villagers.",,模型先追踪到他们开车去sumster，然后kara 说他们此行的目的，是见她同事的父母，并且让granny和uncle nelson向他们介绍这里的生活。,,,,,,,,,,
,,,,5,"As The Villagers have various clubs, classes and parties for the senior residents, how do these activities help the seniors live longer? ","多模态/多语言推理,通用知识推理",They attribute to the seniors' social reconnection and recreational opportunities.,Kara问Uncle Nelson这里的老人是不是寿命更长，视频显示了AI对这一问题的答案：长寿的原因有social reconnection和recreational opportunities这两个因素，而The Villages的所有活动都对这两个因素有促进作用。,模型可以通过AI对Villages老人长寿的答案中找到两个因素，这里的各种活动都和这两个因素有关。,,,,,,,,,,
26,https://www.youtube.com/watch?v=6EBX6nQNevY,24:25,vlog - 日常（综合）,1,Is Nicole good at dancing? ,人物属性建模,Yes.,,模型需要定位Nicole在车内讲话的片段，根据片段中的内容可知她前几天参加了南卡罗来纳州立大学舞蹈训练营，可知她擅长跳舞。,,,,,,,,,,
,,,,2,What does Nicole do after putting on makeup? ,多跳推理,Hair care.,,模型需要首先定位Nicole化妆的片段，根据化好妆之后的片段可以识别出她进行了头发护理。,,,,,,,,,,
,,,,3,What kind of nail shape does Nicole like? ,人物属性建模,Almond nails.,,模型需要定位Nicole说要去做美甲的片段，片段中Nicole说自己一直都是做杏仁甲，就是上次尝试了短的方型美甲，这次还要做回杏仁甲，由此可判断Nicole喜欢杏仁甲。,,,,,,,,,,
,,,,4,Will the Owala water bottle leak when placed in a bag? ,通用知识推理,No.,Nicole在介绍去海滩要带的东西时提到Owala的水杯不像其他牌子的杯子那样会漏水，所以很安全，由此可知Owala水杯放在包里不会漏水。,模型需要定位Nicole介绍去海滩要带的东西的片段，根据片段中她对Owala水杯的评价可知Owala水杯放在包里不会漏水。,,,,,,,,,,
,,,,5,How to join the South Carolina State University Dance Team? ,通用知识推理,By audition.,视频中Nicole说前几天参加的南卡罗来纳州立大学舞蹈训练营是视镜之后第一次见到自己的团队，由此可知要加入南卡罗来纳州立大学舞蹈队需要通过视镜。,模型需要定位Nicole在车内讲话的片段，根据片段中的内容可推测要加入南卡罗来纳州立大学舞蹈队需要通过视镜。,,,,,,,,,,
27,https://www.youtube.com/watch?v=HYkL11qnn30,25:09,vlog - 日常（综合）,1,What are Raven's shopping habits? ,人物属性建模,Buying a week's worth of goods at once.,,模型需要定位视频开头，Raven说自己昨天去杂货店进行了疯狂的购物，她确保能支撑一周所需，由此可推测Raven的购物习惯是一次性买好一周的用品。,,,,,,,,,,
,,,,2,"If you want to do Pilates, who can you search on YouTube to follow along? ",通用知识推理,Maline Bead.,视频中Raven练习普拉提时提到自己是跟着油管上的Maline Bead练的，因此如果你想练普拉提，可以在油管上搜索Maline Bead的视频跟练。,模型需要定位Raven练习普拉提的片段，根据片段中的介绍可以了解到油管上Maline Bead的视频可以作为普拉提跟练的视频。,,,,,,,,,,
,,,,3,What kind of store is MONIKER GENERAL? ,"多模态/多语言推理,通用知识推理",A coffee shop.,视频中Raven说自己要去喝一杯咖啡，然后根据画面内容可知她去的店叫MONIKER GENERAL，由此可知MONIKER GENERAL是一家咖啡店。,模型需要根据听觉听到Raven要去喝咖啡，再根据视觉看到画面中显示的店名叫MONIKER GENERAL，故可知MONIKER GENERAL是咖啡店。,,,,,,,,,,
,,,,4,How many times does Raven drink Yakult in the video? ,多线索推理,Three times.,,模型需要识别到Raven喝养乐多的片段，根据统计可知Raven一共喝了三次养乐多。,,,,,,,,,,
,,,,5,Has Raven always been someone with a plan? ,人物属性建模,No.,,模型需要定位到开头Raven列待办清单的片段，她提到这个本子已经三个月没用了，由此可知她三个月没列待办清单了，因此她不是总是那么有计划。,,,,,,,,,,
28,https://www.youtube.com/watch?v=GgiWAclfKmM,22:07,vlog - 旅行,1,What cuisine does Chez Black serve? ,"多模态/多语言推理,通用知识推理",Italian cuisine.,根据视频画面上的字可知店名叫chez black，再根据后面Amanda问朋友我们点了什么菜，朋友回答的都是披萨、意面之类的意大利菜，可知chez black提供意大利美食。,模型需要根据视觉判断Amanda和朋友在chez black这家店，再根据听觉听到Amanda的朋友报的菜名都是披萨、意面之类的意大利菜，可知chez black提供意大利美食。,,,,,,,,,,
,,,,2,What kind of transportation do you need to take to get to Arienzo Beach? ,通用知识推理,By boat.,在Amanda和朋友去arienzo beach玩的片段中可以看到他们到达海滩前坐了船，由此可知去arienzo beach需要乘坐船。,模型需要定位Amanda和朋友去arienzo beach玩的片段，根据片段中的内容可知去arienzo beach需要乘坐船。,,,,,,,,,,
,,,,3,What kind of animals does Sab like? ,"多线索推理,人物属性建模",Cats.,,模型需要定位多个片段，视频中Amanda多次提到Sab去和小猫玩了，由此推测Sab很喜欢小猫。,,,,,,,,,,
,,,,4,What kind of jewelry does Amanda like to buy? ,"多线索推理,人物属性建模",Rings.,,模型需要定位多个片段，Amanda多次提到了自己新买的戒指，并且可以判断是在不同时间不同店铺买的，由此可判断Amanda喜欢买戒指。,,,,,,,,,,
,,,,5,How many times did Amanda and her friends jump into the sea in the video? ,多线索推理,Twice.,,模型需要识别视频中Amanda和朋友们从船上跳入海中的画面，经过统计可知他们一共跳了两次。,,,,,,,,,,
29,https://www.youtube.com/watch?v=lqm0V9BJku8,22:20,vlog - 旅行,1,Does Apollo Bagels in East Village only offer takeout and no dine-in service?,通用知识推理,No.,能看得出来店面不大，而且bagel这种食物确实适合外带，不过该店还是安排了少量堂食座位，窗边隐隐约约有人影。,定位到博主去这家Apollo Bagels买东西的片段，店铺内部好像看不到什么坐着吃饭的人，但是博主未进入店铺之前，在门外可以看见该店的窗户边有在店内吃饭的女孩。,,,,,,,,,,
,,,,2,Where did Taylor go after leaving Smor?,多跳推理,Mercury Lounge.,,定位到在Smor餐厅用餐片段，之后就是晚间消遣活动，只有字幕和画面，博主去Mercury Lounge放松了。,,,,,,,,,,
,,,,3,Can you work all day with your laptop at the Book Club in the East Village?,"多模态/多语言推理,通用知识推理",No.,博主倒是说了可以在这里喝着咖啡，带着电脑工作，她也确实带了笔记本来，但是她没提占座时限。能看出来这家店生意特好，所以在座位旁明确告知了限制时长。,这家Book Club的客流挺多的，可以说近乎吵闹的程度。博主坐的座位墙边有一个相框裱起来的标语，limit laptop useage to 90 mintues top。,,,,,,,,,,
,,,,4,Is Taylor a particularly smiley or calm person?,人物属性建模,Smiley.,,博主每一个片段都是笑容满面，而且她在Smor用餐的时候还刻意表演不笑，她自己很清楚自己太爱笑，故作矜持搞笑来着。,,,,,,,,,,
,,,,5,Is Taylor terrible at chopping vegetables?,人物属性建模,No.,,博主偶尔还是自己准备沙拉什么的，切蔬菜、水果、鸡肉等等。能看出来切得很有型，挺有耐心，刀工不差。,,,,,,,,,,
,,,,6,On which day did Taylor spend the most in New York?,多线索推理,Day 2.,,需要看到视频最后才知道博主房子是月租的，所以每日吃喝的花销就能反映当日花销多还是少。字幕有显示每日花销总数，她在纽约的第二天出门花掉了133.67美元，对比之下是最多的。,,,,,,,,,,
30,https://www.youtube.com/watch?v=1qE7oa3f-VA,22:18,测评 - 工具/机械,1,What is Sam's secondary profession?,人物属性建模,Stunt man.,,"视频中提到 ""Sam is not only a racing driver he's also a stunt man""，明确说明 Sam 的第二个职业是特技演员。需通过关联 ""racing driver"" 和 ""stunt man"" 的并列关系推断答案。",,,,,,,,,,
,,,,2,Does Sam like racing?,人物属性建模,Yes.,,视频中观察Sam的表情以及动作可以判断出他喜欢赛车。,,,,,,,,,,
,,,,3,Which vehicle has a lower drag coefficient: Cybertruck or Rivian R1T?,通用知识推理,Rivian R1T.,Cybertruck 的阻力系数为 0.34，Rivian R1T 为 0.30，需通过数值对比得出 Rivian 更低。,视频提到 Cybertruck 的阻力系数为 0.34，而 Rivian R1T 为 0.30，需通过数值对比得出 Rivian 更低。,,,,,,,,,,
,,,,4,What is the towing capacity difference between Cybertruck and Ford F-150 Lightning?,通用知识推理,Cybertruck higher.,"Cybertruck 拖曳能力为 5 吨，而福特 F-150 Lightning 未明确数值但被描述为 ""低于 Cybertruck""，需通过对比得出结论。","视频提到 Cybertruck 拖曳能力为 5 吨，而福特 F-150 Lightning 未明确数值但被描述为 ""低于 Cybertruck""，需通过对比得出结论。",,,,,,,,,,
,,,,5,How many types of assessments are there in total?,多线索推理,Nine.,,"根据视频内容，对特斯拉Cybertruck的测评共分为 9 种主要类型,设计，价格，内饰，空间实用性，技术配置，续航与能效，性能，耐久性以及特殊功能。",,,,,,,,,,
31,https://www.youtube.com/watch?v=pRbI7zsMn4k,27:55,纪录片 - 自然,1,What are Tapir's closest relatives?,通用知识推理,Rhinos.,视频后期介绍貘时，视频作者说人类想吃貘的想法太疯狂了，因为它们与犀牛的关系密切相关。,模型需要定位到视频后期介绍貘时，视频作者说人类想吃貘的想法太疯狂了，因为它们与犀牛的关系密切相关。,,,,,,,,,,
,,,,2,What are the water conditions that penguins need to live?,通用知识推理,"Cold, salty water.",视频中将七只企鹅带回Ventara时，饲养员给它们创造了一个冷的咸水生存环境，因此企鹅适合生活的水域是冷且咸的。,模型需要定位到介绍企鹅时，为了在Ventara给它们营造一个好的环境时，饲养员给它们创造了一个冷的咸水生存环境，因此企鹅适合生活的水域是冷且咸的。,,,,,,,,,,
,,,,3,Is Anadam Bonnie an animal lover?,人物属性建模,Yes.,,模型需要定位到视频开头介绍到Anadam Bonnie这个项目的主人是Anadam Bonnie，是个人出资建立的动物保护区，由此我们可以看出他是一个动物爱好者，愿意投资建立动物保护区。,,,,,,,,,,
,,,,4,What is Kyle's job?,"人物属性建模,多模态/多语言推理",Camera man.,,模型需要定位到视频作者请Kyle为他涂蜂蜜时，画面中展示了Kyle的样貌以及职业，他是一个摄影师。,,,,,,,,,,
,,,,5,How many species of animals in Ventara were captured in the video?,多线索推理,Eight.,,模型需要定位到视频全程，需要总和出这个视频介绍的该保护区中的八种动物。,,,,,,,,,,
32,https://www.youtube.com/watch?v=MxIZKqRHuI0,26:16,探索 - 体验新事物,1,Can I go directly to La Noxe from any exit of 28 Street Station?,"多模态/多语言推理,通用知识推理",No.,"地铁出口的站牌不仅写了全名是28 Street Station,而且上面还有一个红色数字1，这应该是一号口，其他出口是不能直达La Noxe的。",博主介绍La Noxe这家店的时候，在门外逗留了一会儿，介绍了这家店的秘密之处就在于，你只能搭乘地铁找到这里，外面大门黑黢黢的，啥也看不着。博主说了是28号地铁，但是没说全名，镜头给到了站点全名。,,,,,,,,,,
,,,,2,Does Da have curly or straight hair?,"人物属性建模,多模态/多语言推理",Curly.,,朋友Dan一开始只闻其声，进入La Noxe之后才有镜头，是个卷毛小伙儿。,,,,,,,,,,
,,,,3,Are most cocktails in New York City bars priced at $19?,"多线索推理,通用知识推理",Yes.,虽然博主只探了五家店，但风格各异，处在纽约不同街区，商品种类非常多，定价如此统一，说明纽约城酒吧里卖的鸡尾酒大概都是这个价。博主自己也总结了，19美金在本地区很普遍。,博主每去一家密店都会介绍商品价格，基本都卖鸡尾酒，有的店博主直接说了一般鸡尾酒卖19美金，特色商品可能贵一些；有的是以画面的形式，比如把BathTub Gin的菜单直接打在屏幕上了，cocktail这一页基本都是19美金。,,,,,,,,,,
,,,,4,Are the bathtubs in Bathtub Gin made of metal or ceramic?,"多模态/多语言推理,通用知识推理",Metal.,不仅浴缸，连镜子边框都是一个材质的，泛着金属光泽的，并不是陶瓷。,特色酒吧Bathtub Gin，博主评价很高的一家店，她说了特喜欢里面的bathtub，随即镜头给到了这些浴缸的特写，颜色看上去像是铜的。,,,,,,,,,,
,,,,5,How many bars in Chelsea did Taylor introduce in this video?,多线索推理,Two.,,需要知道每一家酒吧的具体地址，字幕和泰勒都有详细介绍，其中La Noxe和Bathtub Gin都在Chelsea。,,,,,,,,,,
,,,,6,Does Taylor have many friends?,"多线索推理,人物属性建模",Yes.,,泰勒去不同酒吧都带了不同的朋友，细数起来有六位，泰勒又是个喜欢到处探索的人，朋友肯定是很多了。,,,,,,,,,,
,,,,7,Which bar did Taylor explore after La Noxe?,多跳推理,Employees Only.,,探完La Noxe之后，泰勒又和Greg搭伴儿去了Employees Only,,,,,,,,,,
33,https://www.youtube.com/watch?v=2PJPREoLohI,24:45,测评 - 工具/机械,1,What is Benjamin Baum's primary profession in vehicle design?,人物属性建模,Automotive designer.,,视频中提到Benjamin Baum设计了保时捷992代911和Li Mega，但未明确其职业。通过“设计”与“汽车”关联，推断为“汽车设计师”。,,,,,,,,,,
,,,,2,Who is the designated driver of the Lexus LM in the test?,"人物属性建模,多模态/多语言推理",Charlie.,,"视频中提到司机名为Charlie（“Say hello, Charlie”），且后续关闭隔板时再次指向该角色，推断其为专职司机。",,,,,,,,,,
,,,,3,What limits the Li Mega's maximum charging speed in the UK?,通用知识推理,Adapter incompatibility.,中国充电接口（GBT）与欧洲标准（CCS2）不兼容，需转接器且其功率受限（仅支持220kW），故充电速度受限的直接原因是适配器。,视频中提到中国充电接口（GBT）与欧洲标准（CCS2）不兼容，需转接器且其功率受限（仅支持220kW），故充电速度受限的直接原因是适配器。,,,,,,,,,,
,,,,4,How is the Li Mega's rear screen primarily operated?,通用知识推理,Gesture recognition.,手势控制（如挥手、握拳）操作小米的屏幕，而语音控制因语言限制无效，故主要依赖手势识别。,视频中可见博主用手势控制（如挥手、握拳）操作小米的屏幕，而语音控制因语言限制无效，故主要依赖手势识别。,,,,,,,,,,
,,,,5,What is tested before the space utility test?,多跳推理,Cockpit technology comparison test.,,先确定视频中空间实用性测试的相关片段，在定位到在此之前的座舱科技对比测试的相关片段。,,,,,,,,,,
34,https://www.youtube.com/watch?v=LMGKSwqryso,20:50,纪录片 - 自然,1,Is David's hair completely white already?,人物属性建模,Yes.,,本片的旁白David，一位白发苍苍的老头儿，近景看得更清楚，满头银发。,,,,,,,,,,
,,,,2,Is the fence around ancient oaks at Richmond Park wooden or metal?,通用知识推理,Wooden.,围栏粗细不均、弯弯曲曲，不可能是金属做的。,定位到介绍公园里800百年历史的橡树片段，David倚靠在围栏边解说，这可以看到这些围栏是黄色的，木头做的。,,,,,,,,,,
,,,,3,Can I cycle around Richmond Park?,"多线索推理,通用知识推理",Yes,有的画面交待的是公园入口附近，有的是公园比较深处的道路，都能看见骑车人的身影，这个公园是可以骑车的。,有多个拍到游客的镜头，有开车的、走路的，也有骑自行车的，说明公园允许骑车进入。,,,,,,,,,,
,,,,4,Is David timid when it comes to animals?,人物属性建模,No.,,有一个大卫伸手触摸某种甲虫触角的片段，他看上去身经百战，不怕其他生物。,,,,,,,,,,
,,,,5,What color are the stamens of yellow tormentil?,"多模态/多语言推理,通用知识推理",Yellow.,镜头拉近，这种花除了花瓣是黄色的，花蕊也是，相当名副其实。,定位到大卫介绍公园里的野花，他说起很多花的名字都好好听，比如yellow tormentil，此时只给了这种花的远景，花蕊还看不清楚。,,,,,,,,,,
,,,,6,Do dogs benefit the ecology of Richmond Park?,"多线索推理,通用知识推理",No.,作为动物，狗狗会吓到其他动物；作为人类喂养的宠物，拉的粑粑还破坏土壤；以及公园还设置了标语，告诫狗主人狗绳要短一点，以免伤害珍贵鸟类。可见狗狗对Richmond公园生态没啥好处，狗主人要多加看管。,介绍鹿的时候，大卫说人类的狗狗会威胁到鹿，搞得鹿妈妈心惊肉跳。介绍野花昆虫时，大卫提到了公园的酸性草地，而狗狗粪便富营养化，会破坏这里的土壤。,,,,,,,,,,
,,,,7,Which bird does David detail after the stag beetle?,多跳推理,Green woodpecker.,,介绍完楸型虫交配产卵后，大卫大致交代了腐烂树木对其他昆虫和鸟也是很重要的，不过着重介绍的是绿啄木鸟。,,,,,,,,,,
35,https://www.youtube.com/watch?v=iXf1feQdZs8,27:31,vlog - 日常（综合）,1,How many cats does CebyFer have?,"多线索推理,多跳推理",5,,视频的开头出现了很多猫，他一只一只的介绍他们，画面里一共出现了五只。,,,,,,,,,,
,,,,2,Is CebyFer a kind person?,人物属性建模,Yes.,,视频定位到他介绍猫 的片段，有一只猫是三条腿，还有一只猫也是少了一条腿和一直尾巴，并且养了五只猫，由此看出他是一个善良的人。,,,,,,,,,,
,,,,3,What markets are vergan-only products?,"多模态/多语言推理,通用知识推理",Vergan farmers market.,视频定位到他们进入农贸市场，他们看到的所有东西都是素食的，由此推理出是素食农贸市场，国外有纯素食的农贸市场。,视频定位到他们进入农贸市场，他们看到的所有东西都是素食的，由此推理出是素食农贸市场，国外有纯素食的农贸市场，不会参杂其他有关动物的产品。,,,,,,,,,,
,,,,4,Who is good at socialising?,人物属性建模,CebyFer.,,视频定位到他们买完东西准备回车上吃的片段，他说本来面包摊的老板已经结束了准备收摊了，但是通过他的魅力，老板还是为她做了一份。,,,,,,,,,,
,,,,5,Do vergan farmers markets have fast food?,"多模态/多语言推理,通用知识推理",Yes.,视频定位到他们在市场里买东西以及回到车上吃东西的片段，虽然这个市场和普通农贸市场看起来没什么区别，但是里面的产品就像是在超市卖的一样，有非常多的速食产品比如说面包，寿司，意大利面，不同于我们所认识的传统农贸市场。,视频定位到回到车上吃东西的片段，虽然这个市场和普通农贸市场看起来没什么区别，但是里面的产品就像是在超市卖的一样，有很多即食产品，不同于我们所认识的传统农贸市场。,,,,,,,,,,
36,https://www.youtube.com/watch?v=0F0QEukE6DY,26:56,vlog - 旅行,1,Is Madison a girl who loves to laugh?,人物属性建模,Yes.,,从整个视频的画面可以看到她一直都是笑着的，所以看出她是一个爱笑的女孩。,,,,,,,,,,
,,,,2,What can people see at sea on Gatalina Island?,"多模态/多语言推理,通用知识推理",White dophins.,视频定位到他们在邮轮上看海的片段，可以看到作者在海上看见了白色的海豚，再根据后面的可以看见是在Gatalina 岛上，所以推理Gatalina岛的海里有白色海豚。,视频定位到他们在邮轮上看海的片段，可以看到作者在海上看见了白色的海豚，结合后面的介绍可以看见是在Gatalina 岛上。,,,,,,,,,,
,,,,3,What is relationship between Emma and Madison？,"多线索推理,人物属性建模",Firend.,,可以看出视频里的三个女生都是朋友，他们在邮轮的最后一天的片段，拍摄者叫了Emma的名字，得知其中一个女孩是Emma。,,,,,,,,,,
,,,,4,Is night party allowed on the cruise of the Royal Caribbean?,通用知识推理,Yes.,视频定位到他们在邮轮上的最后一夜，他们在船上认识了几个年轻人后一起在凌晨玩，进行跳舞，打牌等夜间活动，由此推理出邮轮上是被允许夜间聚会的。,视频定位到他们在邮轮上的最后一夜，他们在船上认识了几个年轻人后一起在凌晨玩，进行跳舞，打牌等夜间活动。,,,,,,,,,,
,,,,5,What was Madison going to do on the deck after game?,"多线索推理,多模态/多语言推理",Watch the sunrise.,,视频定位到最后，他们一群人玩完游戏后打算去甲板上，此时是五点五十分，有一个人说到六点钟日出，推测出他们是想去甲板上看日出。,,,,,,,,,,
37,https://www.youtube.com/watch?v=xg8SVfl40NU,27:51,探索 - 参观,1,Are the colors inside the Vatican Museums dark or light?,"多线索推理,通用知识推理",light.,多次拍摄到博物馆内部的构造时，通过观察可以看到所有的内部结构大多是米白色，因此，该博物馆内部是浅色的。,模型需定位到Gianni多次走进博物馆内部的片段，片段中的内部建筑物多为灰白色，由此可知，该博物馆内部是浅色的而不是深色。,,,,,,,,,,
,,,,2,What is the approximate length of the Map Gallery?,通用知识推理,7.5 km.,视频中介绍Gianni穿过整个地图画廊的所有门时提到，设想一下当你每天步行穿过7.5公里的壮丽的走廊，由此可知，整个地图画廊的长度大概是7.5公里,模型需定位到Gianni和詹尼参观地图画廊的片段，解说提到设想一下你每天要步行7.5公里穿过这些壮丽的段落。由此可知，地图画廊长度7.5公里。,,,,,,,,,,
,,,,3,Does Gianni a careful person or careless person?,"多线索推理,人物属性建模",A careful person.,,模型需定位给到介绍Gianni工作内容的片段，以及他开锁的片段。片段中他提到博物馆由两千多把钥匙，是个人负责，而当他走到一扇门前就可以准确的拿出对应的钥匙都可推断他是一个细心的人。,,,,,,,,,,
,,,,4,Is Barbara a person who takes responsibility or one who lacks it?,人物属性建模,She takes responsibility.,,模型需定位到介绍芭芭拉的片段，她是第一人女博物馆馆长，并且在过去的时间内游客数量激增，她还要看财务报表，可以看出她是一位很有责任感的人。,,,,,,,,,,
,,,,5,What color is the head of the japanese lacquer wood statue that Catherine showed?,多模态/多语言推理,Blue.,,模型需定位到凯瑟琳从事的工作的片段，她向我们展示了她在研究的日本雕像，通过观察可以看到他的头发是蓝色的。,,,,,,,,,,
38,https://www.youtube.com/watch?v=hk4QVSad4Iw,39:01,教学 - 工业制造,1,Is Five Guys a fast food chain similar to McDonald's?,"多线索推理,通用知识推理",Yes.,视频中介绍了five guys 的产业链，除了薯条，还有汉堡以及麦当劳的类似款，并提到了他的连锁店，由此可知这是一家类似于麦当劳的快餐连锁店,模型需定位到介绍five guys产业链的片段，片段中拍摄了后厨制作食物的片段，可以看到三明治，薯条汉堡等，并且提到麦当劳的一些食物这里也有。视频中还提到fiveguys有多家连锁店，由此可知，five guys是一家连锁的快餐品牌。,,,,,,,,,,
,,,,2,What is the biggest difference between five guys and other fast food chains in the way they prepare food?,通用知识推理,Making food from raw materials.,视频中提到店铺的花生是为了吸引顾客的主意，毕竟这家快餐店从零开始制作食物，与其他快餐店不同，并不使用提前准备好的食材，比如薯条是用整个土豆制作的。,模型要先定位到介绍门店的花生袋子的作用的片段，介绍了他们从零开始制作食物的特点，并提出这一点与其他快餐店十分不同。,,,,,,,,,,
,,,,3,Is Jerry a business-minded person or someone who lacks business mind?,人物属性建模,A business-minded man.,,模型需定位到创始人杰里透露商业思想的片段他说一定要让顾客觉得薯条给的太多，不然他们会嫌少，不过多出的的一部分薯条的价格已经在定价里了，而大家只会觉得自己赚了。由此可知jerry是一个很有商业头脑的人,,,,,,,,,,
,,,,4,Is jerry a smiling person or serious person?,人物属性建模,A smiling person.,,模型需定位到jerry被采访的片段，采访中他一直笑着接受采访，并不严肃。由此可知他是一个爱笑的人。,,,,,,,,,,
,,,,5,What color is the Monster cutter that the worker used?,多模态/多语言推理,Silver.,,模型需定位到介绍员工如何制作薯条的片段。拍摄了员工使用monster cutter的机器的操作视频，通过观察可知是银色的。,,,,,,,,,,
39,https://www.youtube.com/watch?v=EDCwFDKO7s8,29:10,vlog - 烹饪,1,"What is relationship between Evelyn, Erica and Emily?",人物属性建模,Friends.,,结合整个视频，他们的语言和相处模式都表现出他们是朋友关系。,,,,,,,,,,
,,,,2,Does Evelyn like cook?,"人物属性建模,多模态/多语言推理",Yes.,,视频开头她在介绍自己的时候说到她可能是她们中最擅长烹饪的人了，随后画面晒出了她烹饪的小视频画面。,,,,,,,,,,
,,,,3,What kind of food does Erica seem scared when handling it?,"多线索推理,多模态/多语言推理",Fish.,,视频定位到他们展示做菜的材料的片段，画面中Erica在切鱼头的时候显得很害怕。,,,,,,,,,,
,,,,4,How to overcome the fear of raw fish?,通用知识推理,Pretend it is something else.,视频定位到他们在处理鱼的时候，Erica非常害怕鱼，但是她说把它当成是寿司，最终她切掉了鱼头和鱼尾，由此推理出做饭克服食材恐惧的方法是把它当成是另外一种物品。,视频定位到他们在处理鱼的时候，Erica非常害怕鱼，但是她说把它当成是寿司，最终她切掉了鱼头和鱼尾。,,,,,,,,,,
,,,,5,Why do Koreans cook fish in water？,"多线索推理,通用知识推理",Remove bacteria.,视频定位到Evelyn把鱼放进水里煮的片段，她说她不想让鱼的细菌存在，加上煮熟后她说不知道是不是真的，但是韩国人都这样做，由此推理出韩国人烹饪鱼喜欢用水煮。,视频定位到Evelyn把鱼放进水里煮的片段，她说她不想让鱼的细菌存在，加上煮熟后她说不知道是不是真的，但是韩国人都这样做。,,,,,,,,,,
40,https://www.youtube.com/watch?v=tYUw5wfqhMk,23:26,vlog - 宠物,1,What is the normal blood test range for people without cat allergies?,通用知识推理,10-30.,根据博主所提到，对于猫这部分的过敏测试，正常值应该是10-30，但她自己是3.6。,模型可定位到博主提到自己过敏血液测试结果出来的部分，然后找到相关的数据描述，正常值的范围是在10-30。,,,,,,,,,,
