视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,5,How many hotels did the blogger experience?,多线索推理,Three.,,博主共体验了3家旅馆，分别是Motel 6、St bries Hotel、Hotel Phillips,,,,,,,,,,
25,https://www.youtube.com/watch?v=IwsZhBKMt8A,42:24,vlog - 工作,1,What is the process of dermiplanting?,"多跳推理,通用知识推理",Apply facial oil and use the dermiplanter to get off the peach fuzz on the face.,Lauren演示了她除毛的过程，先用精油，然后有专门的小刀刮掉脸上的绒毛。,模型可以定位到她除毛的片段，她演示了整个过程。,,,,,,,,,,
,,,,2,What is Turo?,"多跳推理,通用知识推理",A car renting app.,"Lauren和男友说去找租的车，她说他们用的是Turo,通过这个APP他们可以定位、拍照、开锁，然后就可以把车开走了，因此可推断这是一个租车软件。",模型可以定位到他们去找车的过程，从他们的操作过程可以得知Turo是一个租车软件,,,,,,,,,,
,,,,3,What's Lauren's principle of packing cosmetics and clothes for travel?,"多线索推理,人物属性建模",Always have varities and backups.,,模型可以定位到两个片段，一是在打包化妆品的时候，Lauren为粉底液和唇膏都选了不同的颜色；第二个片段是介绍她带到衣服，她会多准备几个搭配，也正因为如此，她在黄裙子拉不上拉锁的情况下可以选择其他衣服。,,,,,,,,,,
,,,,4,What food does Lauren like?,"多线索推理,人物属性建模",Mexican food.,,模型可以定位到两个片段，一是在酒店她点了墨西哥餐的外卖；二是和其他女孩吃饭的时候，她也选了墨西哥餐厅。,,,,,,,,,,
,,,,5,What is written on Lauren's sash?,多模态/多语言推理,Miss Metropolitan.,,模型可以找到她们拍走秀片段的时候看到她的绶带，上面写着Miss Metropolitan。,,,,,,,,,,
26,https://www.youtube.com/watch?v=2MJpn89A9Pg,32:05,vlog - 工作,1,How does Charlotte feel about traffic jams? ,人物属性建模,Dislike.,,模型需要定位Charlotte说开车回家前会先看导航，如果显示45分钟以上就会先去其他地方逛一下，等晚高峰过了再回家，并且她还说今天回家时遇到了堵车，自己觉得很恶心头晕，由此可知Charlotte很讨厌堵车。,,,,,,,,,,
,,,,2,What type of book is The Forest Spirit? ,通用知识推理,A murder mystery.,Charlotte提到自己在听森林之神这本书，她说情节有点吓人，还提到了凶手，故推测森林之神是一部谋杀悬疑小说。,模型需要定位Charlotte提到森林之神的片段，根据她的描述可推测森林之神是一部谋杀悬疑小说。,,,,,,,,,,
,,,,3,What is Ben & Jerry's? ,通用知识推理,An ice cream shop.,Charlotte某天晚上散步时画面显示她进入了Ben&Jerry这家店，画面中可以看到店内卖的是冰淇淋，因此Ben&Jerry是一家冰淇淋店。,模型需要定位画面中显示Ben&Jerry的片段，根据画面内容可知Ben&Jerry是冰淇淋店。,,,,,,,,,,
,,,,4,How does Charlotte exercise? ,"多线索推理,人物属性建模",Brisk walking.,,模型需要定位多个片段，视频中Charlotte进行了多次快走运动，由此可知她平时会快走锻炼身体。,,,,,,,,,,
,,,,5,Is Charlotte active on multiple platforms? ,"多线索推理,人物属性建模",Yes.,,模型需要定位多个片段，视频中Charlotte多次提到自己要在博客、Instagram等平台上发布内容，可知她在这些平台上也很活跃。,,,,,,,,,,
27,https://www.youtube.com/watch?v=AHLPbOrxJxQ,20:57,vlog - 亲子,1,How many kids does the blogger have？,"多线索推理,人物属性建模",Two.,,模型可以通过对博主孩子的人物模型识别分辨出博主有两个孩子。,,,,,,,,,,
,,,,2,Is the blogger's infant active or silent?,"多线索推理,人物属性建模",He is an active infant.,,模型可以通过分辨博主两个孩子，一个是preschooler，另一个是infant先确定孩子，再通过孩子一直在牙牙学语的状态分辨出该infant是爱说话的，积极的。,,,,,,,,,,
,,,,3,What's the purpose of the body care product used during the pilates?,通用知识推理,To prevent the sweating and the body from being scratched.,视频中博主说自己做普拉提的时候是一个sweater，但是出汗之后在锻炼的时候身体会擦伤，由此可知该body care product 的作用是止汗防擦伤的。,模型可以通过识别视频中博主在坐普拉提是对自己的描述“Sweater”和表示自己会在出汗时用该产品判断出，该产品是用来防止出汗之后皮肤摩擦身体的。,,,,,,,,,,
,,,,4,Where was the infant when the preschooler was watching TV?,多跳推理,The infant was sleeping.,,模型可以通过对preschooler打开电视后，母亲抱着infant去睡觉识别出来当时孩子在睡觉。,,,,,,,,,,
,,,,5,What does the body bloom do?,"多模态/多语言推理,通用知识推理",It works as a skin care drink.,视频中所提到的Body Bloom是一个饮品，喝了只有能让人感受到皮肤radiant并且感受到everything in the body is flowing.,模型可以通过捕捉视频中的Body Bloom的画面和接下来对该产品的描述和使用方法看出该产品是一个skin care drink.,,,,,,,,,,
28,https://www.youtube.com/watch?app=desktop&v=E76CUtSHMrU&t=205s,27:29,测评 - 电子产品,1,How many categories of phones were introduced in the video?,多线索推理,Ten.,,模型可以通过识别视频被分成了十个章节且每个章节都介绍了该章节主题最出色的手机而分析出该视频共分享了十种手机。,,,,,,,,,,
,,,,2,What made the Samsung Galaxy S24 Ultra the best big phone?,通用知识推理,"Good space utility, best screen, not-protruding camera and big battery.",三星galaxy S24 Ultra手机需具备空间利用佳、屏幕优、相机不凸、电池大的优点，相比较于另外两款同在”大手机“种类的手机而言是最好的。,模型可以视频中博主对三星galaxy S24ultra的评价和该手机和POG Phone9 和Vivo X200 Pro的对比发现，三星手机不仅空间利用最好，屏幕和摄像头质量和电池容量分析出该品类下三星是最好的。,,,,,,,,,,
,,,,3,Is the blogger conscientious?,"多线索推理,人物属性建模",Yes.,,模型可以通过整理博主属性发现，博主对每个要介绍的手机都了如指掌，因此可以推断该播主是一个对工作很认真的人。,,,,,,,,,,
,,,,4,Is the Samsung Galaxy S24 Ultra suitable for people who often need to take down notes?,通用知识推理,"Yes, because it has a stylus with it.",对于经常需要记笔记的人来说，配备手写笔的Samsung Galaxy S24 Ultra正是合适之选，而且该型号手机比较大，正适合做笔记。,模型可以通过视频中对Samsung Galaxy S24 Ultra的评价，其附带一只电子笔和在大屏幕手机中综合条件最好来推断出Samsung Galaxy S24 Ultra非常适合需要记笔记的人群使用。,,,,,,,,,,
,,,,5,What was introduced after the CMF Phone 1 in the Best Design category?,多跳推理,The Nothing Phone 2A.,,模型可以通过对视频中的手机进行识别，可以发现在”最佳设计“category介绍完the CMF Phone 1之后介绍的是the Nothing Phone 2A。,,,,,,,,,,
29,https://www.youtube.com/watch?v=DwcYhjQZzSY,20:43,vlog - 居家,1,What is Ned’s relationship to Becky?,人物属性建模,Husband.,,视频中Ned称Becky为“hun”，并主动为她准备水疗日，可推断为夫妻关系。,,,,,,,,,,
,,,,2,Is Eugene good at massage?,"多线索推理,人物属性建模",No.,,视频中Eugene在按摩过程中使用耙子和石头等非专业工具，Zach多次因疼痛发出尖叫，可知Eugene不擅长按摩。,,,,,,,,,,
,,,,3,What do they do after the massage?,多跳推理,Facial.,,视频中先展示了他们按摩的相关片段，在展示了他们进行面部护理的相关片段。,,,,,,,,,,
,,,,4,Can gold foil facial masks prevent aging?,通用知识推理,Yes.,金箔面膜中含有水解胶原成分，它是护肤品中常见的抗衰老成分。,视频中提到金箔面膜中含有水解胶原成分，它是护肤品中常见的抗衰老成分，具有保湿和增强皮肤弹性的作用，所以得出结论金箔面膜可以抗衰老。,,,,,,,,,,
,,,,5,What massage oils are used during a pedicure?,通用知识推理,Coconut oil.,做足疗时使用椰子油，椰子油富含脂肪酸，是天然的保湿剂，常用于足部护理以软化皮肤。,视频中Ned在给Becky做足疗时使用椰子油，椰子油富含脂肪酸，是天然的保湿剂，常用于足部护理以软化皮肤，所以使用椰子油。,,,,,,,,,,
30,https://www.youtube.com/watch?v=2O9jsGOxA5s,22:26,测评 - 其他,1,What is the relationship between Preston and Chase?,人物属性建模,They're competitors.,,视频中 Chase 反复参与产品对比测试，并与 Preston 形成竞争关系。,,,,,,,,,,
,,,,2,Is Preston a humorous man?,人物属性建模,Yes.,,视频中Preston在泡泡套装测试中调侃“I’m a bubble”，失败后以玩笑化解尴尬，由此可以得出结论Preston是一个幽默的人。,,,,,,,,,,
,,,,3,How many tests are there in total?,多线索推理,Fourteen.,,视频中一共出现了14种测试：相扑对抗测试、人体保龄球测试、胶水陷阱测试、纸张穿透测试、玻璃穿透测试、胶带穿透测试、钢板穿透测试、速度测试、漂移测试、火箭联盟式对抗、辣度对比、投掷斧头耐用性测试、锤子破坏力测试、爆炸测试。,,,,,,,,,,
,,,,4,Which material showed higher durability in the bubble suit's crotch stress test?,通用知识推理,One-star bubble suit.,一星泡泡套装在裆部撕裂测试中未被完全破坏，而五星套装在相扑对抗中失去防护性，需结合多次测试结果推断一星材料更耐用。,视频中一星泡泡套装在裆部撕裂测试中未被完全破坏，而五星套装在相扑对抗中失去防护性，需结合多次测试结果推断一星材料更耐用，由此得出结论。,,,,,,,,,,
,,,,5,"Which is more destructive, five-star tungsten cube or one-star anvil?",通用知识推理,Five-star tungsten cube.,钨立方体在五层钢板测试中仅穿透两层，而铁砧穿透全部三层，需通过破坏性结果反推性能差异。,视频中钨立方体在五层钢板测试中仅穿透两层，而铁砧穿透全部三层，需通过破坏性结果反推性能差异。,,,,,,,,,,
31,https://www.youtube.com/watch?v=Q3roIYzQSGo,36:20,vlog - 派对,1,Does Kaci have a close or plain relationship with her sisters?,"多线索推理,人物属性建模",Close.,,姐妹们一大早叫Kaci起床，小妹妹们直接跳上Kaci的床，妹妹苏菲是最兴奋的一个，姐妹之间互动也比较多，因此关系并不平淡，十分亲近。,,,,,,,,,,
,,,,2,What's the relationship between Kaci and Sarah?,"多线索推理,人物属性建模",Sarah is Kaci's mother.,,视频一开始男博主说今天是Kaci的18岁生日，时间过的真是太快了，她婴儿时的模样我都还记得，男士旁的女士也说她小时候我带她坐公交的时候也好像昨天发生的事，可以看出这两位就是Kaci的父母，并且从男士对女士的称呼也可以得知女士叫Sarah，和Kaci是母女,,,,,,,,,,
,,,,3,What color is the gift box for gift number 7?,多模态/多语言推理,Pink.,,Kaci先确定了准备找7号礼物，然后镜头才给到这个礼物，撕掉外包装后可以看见盒子是粉色的。,,,,,,,,,,
,,,,4,Can I call and order from The cream of the crop?,"多模态/多语言推理,通用知识推理",Yes.,这种小吃车不太可能专门开到一户人家门口，很可能是爸爸花钱请来的，这家冰淇淋店可以打电话预定服务。,爸爸招呼大家出去买冰淇淋吃，然后一辆卖冰激凌的小吃车就出现了。车身上不仅有各种口味的冰淇淋和价格，还有热线电话。,,,,,,,,,,
,,,,5,Is the ice cream sold by The Cream of The Crop in a cup or on a plate?,通用知识推理,On a plate.,至少有两个人的冰淇淋是装在盘子里的，说明这家店装冰淇淋的器皿就这么设计的，用盘子而不是杯子。,定位到大家一个个拿走自己的那份冰淇淋，有的是甜筒式的，有的需要装起来，可以看到器皿是长方形的盘子，不是常见的纸杯子。,,,,,,,,,,
,,,,6,What is the gift that Kaci finds after getting the mirror?,多跳推理,A pair of shoes.,,找到7号礼物之后，Kaci费了好大劲才找到17号礼物，拆开来发现是高跟鞋。,,,,,,,,,,
32,https://www.youtube.com/watch?v=z8LDD8ePOGU,25:16,vlog - 居家,1,How many makeup items were displayed at the top of the screen when Paige was putting on makeup on Friday?,多线索推理,Six.,,视频开头就是博主周五一早起来化妆的片段，她并没有把所有用到的化妆用品一一介绍，只记录其中放在屏幕左上角的那些，一共6个。,,,,,,,,,,
,,,,2,What is Paige's boyfriend's occupation?,人物属性建模,Tennis player.,,博主化妆的时候提到了最近的行程，可以知道他男朋友叫Tommy，参加了迈阿密公开赛还受伤了，而且后面博主也提起去温布尔登的事情，这都是职业网球重大赛事，他男朋友是打网球的。,,,,,,,,,,
,,,,3,What did Paige do before she went to the candle shop?,多跳推理,She went horseback riding.,,博主在一个阴雨天去骑了马，然后就来到她说的最喜欢的商店，可以看到店铺里有各种很有设计感的小物件，包括大量蜡烛。,,,,,,,,,,
,,,,4,What's the price range of most food items at G&H?,"多线索推理,通用知识推理",$20 as their maximum prices.,博主分别拍摄了该店的肉类、沙拉 和点心等展示柜，可以看到部分食物的价签，贵的也就十几美元，便宜的几美元，基本可以确定这家店的价格范围。,买完蜡烛博主去买吃的了，在这家食品店内没有说话，只是镜头大致扫了一遍各种食物。可以看到拍摄小糕点的时候出现了这家店的名字G&H，而且博主回家后右侧的饮料瓶子也露出了G，可能就是在这里买的。,,,,,,,,,,
,,,,5,Does Paige like to hoard makeup?,人物属性建模,Yes.,,定位到博主扒拉自己收集的各种化妆品，她只详细介绍了其中一个箱子，已经是满满当当的了，还有好几箱子只能略过，接着是她收纳这些物件的画面，囤积量惊人。,,,,,,,,,,
,,,,6,Is coffee the only drink at GG&Joe?,"多线索推理,通用知识推理",No.,进入这家店，博主和朋友点的也是咖啡，但是透过她们身后拥挤的客人，能看见墙上贴着的海报，一张是speciality drinks，一张是home-made milk，可见GG&Joe的饮品还挺丰富的。,"博主和女性友人哼着小曲儿来到GG&Joe买东西，店铺招牌上写了acai,coffee,toast，这家店肯定是卖咖啡的，其他的不知道。",,,,,,,,,,
33,https://www.youtube.com/watch?v=f9JABNS7bOI,30:10,测评 - 服装,1,Where is the blogger's tattoo?,人物属性建模,On her right arm.,,大部分视频画面博主都是对镜说话，露出的皮肤难以看清纹身在什么地方，但在博主展示穿搭的时候，可以观察到她右手臂上的纹身,,,,,,,,,,
,,,,2,Are Mya's pajamas and pants a set or are they different?,多模态/多语言推理,A set.,,Mya第一次回酒店换衣服的时候介绍了自己的睡衣，一开始是坐着的，能看见上衣图案，然后她站起来展示整体，下半身也跟上半身一样，她的睡衣是一套的。,,,,,,,,,,
,,,,3,Is the Lucky Cat restaurant dark or bright?,"多线索推理,通用知识推理",Dark.,比如餐桌上和吧台附近，黑乎乎的看不清人，饭店格调比较幽暗高级，没有半点儿明快。,博主去了一家店铺外观就很幽暗的饭店，似乎叫Lucky cat，观察整个饭店的灯光和装潢，有种非常神秘的感觉。,,,,,,,,,,
,,,,4,Where did Mya buy the suitcase after going to alooasis?,多跳推理,Rimowa.,,博主离开alo之后，走在街上念叨着想去下一家店很久了，也就是Rimowa，进去之后知道这里是卖行李箱的。,,,,,,,,,,
,,,,5,Does Vanessa love to dance?,"多线索推理,人物属性建模",Yes.,,至少有两段瓦妮莎在屋子里跳舞的画面，说跳就跳，非常享受。,,,,,,,,,,
34,https://www.youtube.com/watch?v=lNf-JrfbR2A,26:10,测评 - 其他,1,What's Steve's job?,人物属性建模,A driver of the Bishop's Lodge.,,在前往第二家酒店时，博主到达目的地后，由Steve开着观光车把博主接到了酒店，外出时，也乘着Steve的观光车游览酒店附近的地方，可推断出Steve是这家酒店的接送司机,,,,,,,,,,
,,,,2,"If you like customization, which hotel it would be better to choose in America?","多线索推理,通用知识推理",Plaza hotel.,"博主测评了美国的4家酒店，在Plaza hotel时，它们没有dog menu,而是你想要的它都可以为你做，晚上时博主也打电话让酒店为他做一款小鬼当家主题的蛋糕，可见酒店的大部分食物都是可以定制的","Plaza hotel时虽然没有dog menu,而是你想要的它都可以为你做，并且晚上时博主也打电话让酒店为他做一款小鬼当家主题的蛋糕，可见酒店的大部分食物都是可以定制的",,,,,,,,,,
,,,,3,What's kind of food does the blogger's wife like to eat?,"人物属性建模,多模态/多语言推理",Burger.,,在博主入住第一家酒店后，在最后几天博主的妻子突然来到，二人点了酒店的晚餐，由视觉信息可知此时博主妻子的腿上放着一个乘着汉堡的盘子，因此她一定喜欢吃汉堡,,,,,,,,,,
,,,,4,Which is the cheapest hotel in this video?,多线索推理,Kona Kai Resort.,,"博主一共测评了4家酒店，价格分别是1500,2000，1300和3000一晚，最便宜的是第三家酒店：Kona Kai Resort.",,,,,,,,,,
,,,,5,Which hotel is more dog-friendly? Swexan or Bishop's Lodge?,"多线索推理,通用知识推理",Bishop's Lodge.,虽然这几家酒店全部是可接受狗狗入住的酒店，但细节上不同，Bishop's Lodge的dog menu种类非常丰富，充分考虑狗狗的健康，而且还为狗狗提供一些animal life force服务，相比于Bishop's Lodge，Swexan的服务则相对欠缺，亮点只有可供狗狗游泳的泳池,"模型需充分考虑这两家酒店的特点，Bishop's Lodge的dog menu种类非常丰富，充分考虑狗狗的健康，而且还为狗狗提供一些animal life force服务，相比于Bishop's Lodge，Swexan的服务则相对欠缺，亮点只有可供狗狗游泳的泳池,从而判断出哪家酒店更dog friendly.",,,,,,,,,,
35,https://www.youtube.com/watch?app=desktop&v=IETeb-Mw-28&t=436s,21:10,vlog - 宠物,1,What did the bloggers do after getting up first?,"多跳推理,人物属性建模",They went straight to feed their cats.,,模型可以通过识别博主起床的动作和接下来给猫准备猫粮中判断出，博主二人睡醒直接去喂猫了。,,,,,,,,,,
,,,,2,"What's the ""i am content pose"" for Haku the cat?","多模态/多语言推理,通用知识推理",It lies down and stretches its body.,猫常通过特定肢体动作如猫躺卧伸展身体表达满足等情绪状态。,当猫躺下并伸展身体时，往往意味着它处于满足、舒适且放松的状态，模型可以通过识别中猫所吃饱后在地上躺的姿势分析出它十分惬意放松。,,,,,,,,,,
,,,,3,Does the blogger like green plants?,"人物属性建模,多模态/多语言推理",Yes.,,尽管博主家养了两只猫，但博主假的厨房天花板上都围着一圈绿植，厨房桌子上也放着很多绿植，客厅的地上，电视柜上也摆放着很多绿植，可见博主非常喜欢绿植,,,,,,,,,,
,,,,4,How many times did the bloggers feed their cats one day?,多线索推理,Two times.,,模型可以通过捕捉猫的信息，发现早上和晚上分别进食了一次，因此可以得出结论博主每天喂猫两次。,,,,,,,,,,
,,,,5,What's the purpose to train cats to react the high five by the owner?,通用知识推理,The owners feel happy when doing that.,训练猫击掌能增进人宠互动，让主人获得快乐，提升养宠幸福感。,模型可以通过捕捉猫吃饭之前和主人之间的互动判断出和主人击掌已经被训练成了条件反射，而猫主人和猫训练某种动作常常是喂了增进人宠互动，增强养宠物的幸福感。从击掌时博主的欢快语调也可以作证这一点。,,,,,,,,,,
36,https://www.youtube.com/watch?v=Tb6dciVa1T0,37:28,测评 - 其他,1,Is Shawn a willing experimenter?,人物属性建模,Yes.,,视频中Shawn多次主动尝试危险行为，如用剃刀飞盘切割物体、使用微型电锯，可见他是一个乐于尝试的人。,,,,,,,,,,
,,,,2,What's the relationship between Shawn and Caleb?,人物属性建模,Competitive rivalry.,,视频中Shawn用“creepy old man mask”恶搞Caleb，且两人在吃虫胶糖、压力球测试中互相挑衅，显示竞争性敌对关系。,,,,,,,,,,
,,,,3,How many tests are there in total?,多线索推理,Thirty-seven.,,视频中一共出现了37种测试，需要召回所有的测评片段，然后一一细数有37种测评。,,,,,,,,,,
,,,,4,"Why is the ""unbreakable glass"" banned on Amazon?",通用知识推理,Arrow broke on impact.,防弹玻璃测试显示“the arrow broken half”，说明其强度导致箭头断裂，需结合实验推断禁售原因。,视频中在防弹玻璃测试显示“the arrow broken half”，说明其强度导致箭头断裂，需结合实验推断禁售原因。,,,,,,,,,,
,,,,5,How does the foam machine violate safety standards?,通用知识推理,Filled entire house uncontrollably.,泡沫机器“fill up our entire house”且需高压水枪清理，说明其失控扩散特性违反安全规范。,视频中泡沫机器“fill up our entire house”且需高压水枪清理，说明其失控扩散特性违反安全规范。,,,,,,,,,,
37,https://www.youtube.com/watch?v=Eqkiuis9VC4,26:07,测评 - 其他,1,What's the relationship between Lexi and Brian?,人物属性建模,Playful rivalry.,,视频中Lexi在测试产品时多次吐槽Brian的选择，两人互动充满调侃，显示朋友间的竞争关系。,,,,,,,,,,
,,,,2,Is Ashton a humorous man?,人物属性建模,Yes.,,视频中在气球射击环节，Ashton假装射击失败后突然成功，并戏称自己像《饥饿游戏》角色，体现其是幽默的。,,,,,,,,,,
,,,,3,How many tests are there in total?,多线索推理,Twenty-six.,,视频中一共出现了26种测试，需要召回所有的测评片段，然后一一细数有26种测评。,,,,,,,,,,
,,,,4,What will happen to Orbeez after it is soaked?,通用知识推理,Expansion.,Orbeez浸泡后体积剧增，因材料为高吸水性树脂，通过渗透吸收水分膨胀。,视频中Orbeez浸泡后体积剧增，因材料为高吸水性树脂，通过渗透作用吸收水分膨胀。,,,,,,,,,,
,,,,5,Why do giant balloons require prolonged inflation?,通用知识推理,Elastic material resistance.,橡胶材料的弹性形变需要克服更大表面积的内压阻力。,视频中大气球需40分钟吹胀，因橡胶材料的弹性形变需要克服更大表面积的内压阻力。,,,,,,,,,,
38,https://www.youtube.com/watch?v=TjIXDm0oRGM,26:46,访谈 - 动态（含充分视觉信息）,1,What fish do Africans often eat?,通用知识推理,Tilapia.,视频定位到夏洛特介绍鱼的片段，她说他的一个加纳的朋友经常在池塘去抓罗非鱼，但是在美国其实这个鱼不常见，由此推理出非洲人经常吃的是罗非鱼。,视频定位到夏洛特介绍鱼的片段，她说他的一个加纳的朋友经常在池塘去抓罗非鱼，但是在美国其实这个鱼不常见，盖尔也提到在成长时他们那里即美国的一些州没有罗非鱼。,,,,,,,,,,
,,,,2,Where did yellow lentils come from in the first place?,"多线索推理,通用知识推理",Africa.,在夏洛特讲她带的这本书的时候，她说书的内容主要是讲非裔如何把一些物种带到美国的，接着说到书里其中有一个便是黄扁豆，由此推理出黄扁豆最初是产自非洲，从非洲传入美国。,定位到在夏洛特讲她带的书的时候，她提到书的内容主要是讲非裔如何把一些物种带到美国的，接着说到书里其中有一个便是黄扁豆。,,,,,,,,,,
,,,,3,Is Charlotte like cooking?,"人物属性建模,多模态/多语言推理",Yes.,,从整个视频来看，夏洛特对各种食材非常了解，并且从她做菜的流程和言语中可以看出她擅长烹饪，由此可以看出她喜欢烹饪。,,,,,,,,,,
,,,,4,Is Charlotte easy to get along with?,"人物属性建模,多模态/多语言推理",Yes.,,夏洛特对她带来的书本，在做菜时的细心讲解以及视频最开始说到欢迎她回到节目，可以看出她是一个好相处的人。,,,,,,,,,,
,,,,5,What does Charlotte do while cooking?,"多线索推理,多跳推理",Discuss books.,,综合整个视频来看，这是一个访谈节目，其中伴随着在烹饪中讲出书籍和相关知识，由此看出他们一边讲述一遍烹饪。,,,,,,,,,,
39,https://www.youtube.com/watch?app=desktop&v=FVnVTDPos0E&t=6s,34:30,vlog - 园艺,1,Who would love purslane as food?,通用知识推理,Salad-loving folk and vegan and lemon lovers.,Purslane作为食物的风味是美味又令人愉悦的柠檬风味美食，是很好的蔬菜配菜，由此可以推断出其受到喜欢吃沙拉的人、素食主义者和柠檬爱好者的喜爱。,模型通过捕捉视频关于purslane的介绍能够发现，这是一种lemony treat 并且结合该植物在食物方面的用法可以推断出该植物的受众人群。,,,,,,,,,,
,,,,2,Is Anne a silent vlogger?,人物属性建模,"No, she is active.",,模型可以通过识别Anne在整个视频中的状态识别出，该播主并不是一个沉默寡言的博主。,,,,,,,,,,
,,,,3,Who would love the just-harvested asparagus?,通用知识推理,People who love tender and succulent texture.,芦笋在刚被采摘时，给人的口感鲜嫩多汁，因此可以推断出喜欢tender and succulent 口感的人会喜欢刚收获的asparagus.,模型可以通过识别文中对asparagus口感的描述来推断出哪类人群会喜欢该植物的口感。,,,,,,,,,,
,,,,4,Is Anne someonw who can not stand heat?,人物属性建模,"No, she can stand heat.",,模型可以通过识别Anne的人物和语言发现，Anne一直都在太阳底下，把因为户外出的汗形容成glistening demeanor，因此可以推断出Anne是一个可以忍受高温的人。,,,,,,,,,,
,,,,5,What did Anne introduce after sharing the female asparagus plant?,多跳推理,Her Chinese longbean.,,模型可以通过视频识别出Anne在视频十二分钟的时候介绍了一种区别于视频开头的asparagus，然后在介绍完这种female asparagus后介绍了Chinese longbean.,,,,,,,,,,
40,https://www.youtube.com/watch?v=pVYn7eRNTCg,26:46,访谈 - 动态（含充分视觉信息）,1,What is the relationship between Doug and Gail?,"多线索推理,人物属性建模",Interviewee and interviewer.,,视频定位到Doug刚出现的片段，在此之前盖尔一直在介绍他，在此之后盖尔在烹饪中做着一个轻访谈的形式和Doug讨论。,,,,,,,,,,
,,,,2,Why do blacks and whites get along well in the small town of Lynchburg?,通用知识推理,There is no racial hatred.,视频定位到Doug碾碎红薯的片段，他们在谈论一个名叫林奇堡的小镇里的白人和黑人相处和谐，那里没有种植园，由此看出也没有可以导致种族仇恨的东西，由此推理出没有种族仇恨和资本可以让黑人和白人相处更融洽，也可以没有种族歧视。,视频定位到Doug碾碎红薯的片段，他们在谈论一个名叫林奇堡的小镇里的白人和黑人相处和谐，那里没有种植园，由此看出也没有可以导致种族仇恨的人和事，他们相处很好。,,,,,,,,,,
,,,,3,What is Gail's profession?,人物属性建模,Host.,,可以看出整个视频是一个访谈节目，在访谈的同时进行烹饪，盖尔就是这个节目的主持人。,,,,,,,,,,
,,,,4,How many dishes did Doug cook with Gail?,"多线索推理,多跳推理",3,,视频定位到做完所有菜的片段，可以看到桌上有三道菜。,,,,,,,,,,
,,,,5,What to add to a sweet potato casserole to taste?,通用知识推理,Tennessee Whiskey.,视频定位到Doug搅拌红薯的片段，他搅拌时加入了田纳西州威士忌，由此推理出做红薯砂锅这个菜时可以加入田纳西州威士忌来调味。,视频定位到Doug搅拌红薯的片段，他搅拌时加入了田纳西州威士忌。,,,,,,,,,,
41,https://www.youtube.com/watch?v=lepHJI4ze-w,28:32,测评 - 其他,1,What is the relationship between Brent and Andrew?,人物属性建模,They are team players.,,视频中Brent与Andrew多次共同执行任务，例如测试震动足部按摩器和食用“巧克力香蕉”，可以推测出他们是团队成员。,,,,,,,,,,
,,,,2,Is Pearson an insecure person?,人物属性建模,Yes.,,视频中Pearson 收到“世界最强手电筒”和用于独居时拥抱的“假人手臂枕头”，结合他调侃自己“经常孤独”，可推断他缺乏安全感。,,,,,,,,,,
,,,,3,How many products are tested in total?,多线索推理,Thirty-two.,,视频中一共出现了32种产品，需要召回所有的测评片段，然后一一细数有32种产品。,,,,,,,,,,
,,,,4,How do the dissolvable swim trunks work as a prank?,通用知识推理,Dissolve in water.,"Ashton的可溶解泳裤在接触水后 ""literally falling apart""，说明其材质遇水溶解，达到恶作剧效果。","视频中Ashton的可溶解泳裤在接触水后 ""literally falling apart""，说明其材质遇水溶解，达到恶作剧效果，故结论为遇水溶解。",,,,,,,,,,
,,,,5,What is the primary function of the automatic poker card dealer?,通用知识推理,Distribute cards automatically.,"自动发牌机的使用说明是 ""put cards face down in the machine... press the button""，功能是代替人工自动分发扑克牌。","视频中自动发牌机的使用说明是 ""put cards face down in the machine... press the button""，功能是代替人工自动分发扑克牌，故结论为自动分发卡片。",,,,,,,,,,
42,https://www.youtube.com/watch?app=desktop&v=-wW02mfnQUM&t=1074s,26:28,vlog - 宠物,1,What did the blogger feed after feeding his pigs?,"多跳推理,人物属性建模",His goats.,,模型可以通过识别博主视频开头喂了猪之后识别到博主走到了羊圈旁边判断出喂猪之后博主去喂羊了。,,,,,,,,,,
,,,,2,Is the blogger getting love from his fans or not?,人物属性建模,He is getting love.,,模型可以通过视频开头博主在细数由粉丝送来的礼物（其中还有匿名礼物）判断出博主深受粉丝喜爱。,,,,,,,,,,
,,,,3,What's the purpose of the rock solid shield on hog's body?,通用知识推理,To protect themselves in the wild.,野猪身上类似 “坚硬防护层”这样的特征是一种适应性进化，帮助它们抵御捕食者的攻击，保护自己在野外的生存。,模型可以通过视频中博主对其boar hog的描述和hog身体的知识得出，野猪身上的坚硬层目的是喂了保护自己在野外生存。,,,,,,,,,,
,,,,4,What did the blogger do to add fierce shark vibe into his fish room?,"多线索推理,多模态/多语言推理",He used fierce shark sticker.,,模型可以通过博主在鱼屋里提到的要为屋内增加猛鲨vibe后镜头给到了一个熊猛鲨鱼的贴纸得出该答案。,,,,,,,,,,
,,,,5,Do mollies and platies reproduce quickly?,通用知识推理,Yes.,茉莉鱼和月光鱼对环境的要求不高，如果适宜的话二十到四十天繁殖一次，每次二十到一百只，繁殖速度很快。,模型可以通过视频中博主对自己的茉莉鱼和月光鱼的描述，放进去的时候是“few platies”但是繁殖了“possibily”上千倍判断出茉莉鱼和月光鱼繁殖很快。,,,,,,,,,,
