视频序号,视频_url,视频长度（min）,视频类型,问题序号,"问题
","问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,4,Has the Hong Kong government achieved effective results in solving the housing problems of poor residents? ,通用知识推理,No.,"The Hong Kong government provides public housing, but the quantity is scarce, and the waiting time is too long. ",香港政府提供公共住房，但数量稀缺，申请公共住房需进行收入和资产审查，单身非老年人等待时间超 10 年，老年人等待时间 4 到 6 年，说明解决住房问题的效果不佳。,,,,,,,,,,
,,,,5,"When visiting the coffin cubicle, why is Coco's neighbor satisfied with his current living situation?",多跳推理,He thinks it's convenient and the house is big enough.,,首先定位到Coco所在棺材房的片段，拍摄者提到有位邻居很满意自己的状态，再结合他们之间的交流可以得出。,,,,,,,,,,
19,https://www.youtube.com/watch?v=qmQeskMASA0,25:20,探索 - 体验新事物,1,Which singers does Ryan like?,人物属性建模,Ariana Grande.,,需要定位Ryan这个人物，结合他说他是Ariana的忠实粉丝，以及Michelle问过好几次喜不喜欢Ariana的歌可以得知。,,,,,,,,,,
,,,,2,Is Kimberlee Jadwick a responsible person?,"多线索推理,人物属性建模",Yes.,,通过她对宇航员健康影响和保持健康方法的详细介绍以及她对于宇航员常用的三种运动设施认真讲解和指导的行为表现可以得出。,,,,,,,,,,
,,,,3,Why does the food for astronauts in space need to go through special treatments?,通用知识推理,To extend the food shelf life and adapt to space environment.,Freeze-drying technology can reduce the moisture content of food and extend its shelf life. ,Ryan提到冻干技术能降低食物水分，延长保质期，适应太空任务长时间的需求，也表明特殊处理食物也是为了保证食物的多样性，满足宇航员的营养和口味需求。,,,,,,,,,,
,,,,4,In what ways could future spacesuit technology develop?,通用知识推理,Develop lighter materials to reduce weight and enhance finger flexibility.,"The spacesuit is extremely heavy, has  a multi-layered structure and the gloves are inconvenient to operate.",视频中提到当前宇航服存在宇航服重量大，多层结构，手套操作不方便，因此可以推测未来宇航服技术的发展可能会从这几个方向提升。,,,,,,,,,,
,,,,5,How did the Michelle's mindset change after experiencing the astronaut training?,"多线索推理,多模态/多语言推理",Michelle overcame initial fear and gained a new understanding of herself., ,结合视觉Michelle的表情神态听觉Michelle的语气可以得出，她最初对太空充满恐惧，但最终不仅克服了对太空的恐惧，还对自己有了新的认识，意识到自己对事物的认知可能存在误解。,,,,,,,,,,
20,https://www.youtube.com/watch?v=rUgUEDTCGSo,22:58,测评 - 体育用品,1,Which product is the most expensive,多线索推理,CONCAVE PT-1,,多个时间片段进行价格对比,,,,,,,,,,
,,,,2,Who is the host's favorite player,"多线索推理,人物属性建模",Messi ,,主持人展示他的梅西球衣，并在之后频繁提到梅西相关词，多个信息总结推得主持最喜欢梅西,,,,,,,,,,
,,,,3,Is Newman good at juggling the ball,人物属性建模,yes,,Newman持续颠球并使用了花式动作而主持人无法稳定颠球，推得Newman善于颠球,,,,,,,,,,
,,,,4,What color is the ball that Newman thinks the worst one,"多跳推理,多模态/多语言推理",white,,可以知道Newman最讨厌的球是Forza React Ball，再结合视觉可以知道球的颜色是白色,,,,,,,,,,
,,,,5,Why is the Forza React Ball designed for goalkeepers?,通用知识推理,Its characteristics are helpful for goalkeepers to train their reaction ability. , Forza React Ball的无规则弹跳可以模拟各种复杂的情况，让守门员适应在面对不同寻常的球路时快速做出反应，,视频中对训练球试用了多次，在没有直接提及的情况下，通过视觉观察前几次试用知道球会不可预测的弹起。对于守门员来说，在实际比赛中，足球的来球方向、速度和反弹情况是复杂多变的。使用 Forza React Ball 可以模拟各种复杂的情况，让守门员适应在面对不同寻常的球路时快速做出反应，提升他们在真实比赛场景中的扑救能力。,,,,,,,,,,
,,,,6,What's the difference between the balls used by professional players in heading training and those used in actual games?,通用知识推理,"The balls for heading training are light, while the balls for actual games are heavy.","The balls for heading training are light, while the balls for actual games are heavy.",主持人提到头球训练球很轻，在使用中说习惯这个球再用比赛用球脖子会断，综合推断,,,,,,,,,,
21,https://www.youtube.com/watch?v=3hsECQqpTw4,30:42,教学 - 课堂互动,1,"After confirming that the day was the second day of September, what song did the teacher lead the students to sing? ",多跳推理,Count to 20,,模型要定位到确定日期的教学环节，在环节结束后，从幕布上知道接下来唱的歌是Count to 20,,,,,,,,,,
,,,,2,Is Skyler's personality active or quiet?,人物属性建模,Active,,老师提醒过 Skyler 正确坐姿，如让其展示正确坐姿方式，可以知道skyler没有保持好坐姿，由此推断Skyler好动,,,,,,,,,,
,,,,3,Is the teacher good at guiding students?,"多线索推理,人物属性建模",Yes,,这在课堂上老师通过提问、唱歌等多种方式引导他们学习知识。在复习课堂规则时，老师借助图片和具体事例，让学生直观地理解规则的内容和重要性。在读书环节，老师通过让学生感受自己的脊柱来加深对书脊概念的理解。老师在整个教学过程中采用了多样化的教学方法，有效地引导学生参与学习，体现了较强的引导能力。,,,,,,,,,,
,,,,4,"What kind of book is ""Brown Bear, Brown Bear, What Do You See?""",通用知识推理,A children's picture book,《棕熊，棕熊，你看到了什么？》是一本经典的英文绘本,《棕熊，棕熊，你看到了什么？》是一本经典的英文绘本，在视频中可以看到书本的儿童卡通风格和众多图片由此可以总结出来,,,,,,,,,,
,,,,,Can the song *Count to 20* improve mathematical ability and language ability?,通用知识推理,Yes,*Count to 20*是首儿童歌曲教孩子从一数到20，这首歌帮助锻炼孩子的数学能力和语言能力,帮助学生熟悉 1 到 20 的数字发音和顺序，让他们在唱的过程中强化对每个数字的听觉和记忆认知，为进一步的数学学习打下基础。同时学生通过学唱可以练习数字的英语发音，纠正发音错误，使发音更加标准、清晰，提升英语听说能力。,,,,,,,,,,
22,https://www.youtube.com/watch?v=Jqi8CYJ8OEM,25:06,vlog - 旅行,1,What pattern is on the side of the pottery cup made by Isabella? ,"多跳推理,多模态/多语言推理",Mattio's handprint,,要定位到伊莎贝拉的杯子是哪个，再根据视觉看到杯子是蓝色的，最后在看是成品时识别出结合伊莎贝拉的描述知道侧面图案是mattio的手印,,,,,,,,,,
,,,,2,Who founded Franschhoek?,通用知识推理,The French Huguenot refugees,法国胡格诺派难民1688年建立了Franschhoek,由名字Franschhoek中的法国和1688年建立，和视频中介绍的法国胡格诺派难民开始在这个山谷定居下来，同时带来了种植葡萄和酿造葡萄酒的传统，知道法国胡格诺派难民就是小镇的最初建立者,,,,,,,,,,
,,,,3,Is Mattio lively?,"多线索推理,人物属性建模",Yes,,综合视频中mattio的表现，mattio总是活蹦乱跳，和酒桶互动都体现了mattio的活泼性格,,,,,,,,,,
,,,,4,What does Sean do for a living?,人物属性建模,He might be a tour guide.,,根据文本内容，Sean（肖恩）是和 Isabella、Fabian、mattio 等人一起进行前往纳米比亚的野生动物园之旅（Safari to Namibia）的人，他似乎对行程比较熟悉，在行程中还会向其他人介绍相关的情况，比如介绍餐厅的起源、行程安排等，还拥有一辆露营车（camper）。但文本中没有关于他更详细的身份信息 。,,,,,,,,,,
,,,,5,Is it recommended to go to Muisbosskerm when the weather is cold?,通用知识推理,No, Muisbosskerm是一家露天餐厅, Muisbosskerm是一家露天餐厅，从视频上得知餐厅面向大海，没有避风的位置，天气寒冷时不适合来这里就餐,,,,,,,,,,
23,https://www.youtube.com/watch?v=4A8orzGYQRI,25:32,vlog - 派对,1,What is Bob's sports hobby?,人物属性建模,Running.,,视频中提到Bob预定错了公寓，虽然现在的公寓环境设施都很不错，但还是希望搬回到好莱坞的一个地方，因为他希望住在有山的地方以便跑步，由此可以得知Bob喜欢跑步。,,,,,,,,,,
,,,,2,What is the relationship between Jojo and Sienna?,"多线索推理,人物属性建模",They are very close friends.,,当得知要去见的朋友家的孩子包括 Sienna 时，Jojo 表现得非常兴奋，甚至激动得哭了出来以及最后的告别都可以看出他们是关系亲密的朋友。,,,,,,,,,,
,,,,3,Which YouTuber can someone refer to if that person wants to achieve a fitness transformation? ,通用知识推理,Brian Turner.,"Brian Turner is a huge inspiration of YouTube transformation, such as veganism.",Bob介绍朋友Brian Turner时提到他是YouTube上健身蜕变的巨大灵感来源，比如纯素食主义相关的内容，如果想要获得一些激励，可以去关注他。,,,,,,,,,,
,,,,4,Was Jojo surprised and excited when he learned that he was going to Sienna's house?,"多跳推理,多模态/多语言推理",Yes.,,首先定位到妈妈告诉Jojo要去找哪个朋友的片段，然后结合视觉听觉判断Jojo当下的反应。,,,,,,,,,,
,,,,5,What are the characteristics of the variety of goods in the shops of the Hollywood area?,通用知识推理,Shops are diverse in variety.,"Jojo's family went shopping in Hollywood, believing that there were nice shops there and they were confident that they could find suitable gifts.",Jojo一家前往好莱坞购物，认为那里有不错的商店且有信心能找到合适礼物，由此说明该地区商店数量较多且涵盖各类商品，能满足不同购物需求。,,,,,,,,,,
24,https://www.youtube.com/watch?v=nhtAkSW8v0M,36:52,vlog - 日常（综合）,1,Is Natalie's mother a person who values the concept of time?,人物属性建模,Yes.,,视频中提到妈妈对于日程安排很在意，不希望别人迟到，一旦迟到时间久了她会不适，由此可以判断。,,,,,,,,,,
,,,,2,What is the relationship between Ezee and Natalie?,"多线索推理,人物属性建模,多模态/多语言推理",They are in a romantic relationship.,,结合视觉听觉他们互相kiss、 “babe” 等亲昵称呼以及互送礼物、共同生活的状态可以看出。,,,,,,,,,,
,,,,3,Does the quality of the water cups produced by the Stanley brand match their marked prices? ,通用知识推理,Yes.,Ezee and Natalie often drink water from the Stanley Cup.,Ezee和Natalie提到她们本来觉得Stanley Cup太贵了，但是拿到杯子之后她们变得经常用那个杯子喝水，好像有一种让人上瘾的魔力，说明Stanley Cup的质量很好，配得上价格。,,,,,,,,,,
,,,,4,"In addition to clear visual imaging and good visual sensitivity, what other necessary conditions are required for normal vision?",通用知识推理,Stable intraocular pressure.,"The process of the vision examination includes the visual acuity chart test, the intraocular pressure detection as well as other relevant detection operations.",视频中视觉检查时，通过阅读视力表上的字母，测试眼压等环节可以推断得知。,,,,,,,,,,
,,,,5,"During the gift-giving exchange with parents, apart from the gifts that were directly taken out, where else were the gifts placed?","多跳推理,多模态/多语言推理",Christmas stockings.,,视频中有两处互赠礼物场景，一个是与父母互赠，一个是拍摄者两个人互赠，首先定位这个，然后结合视觉听觉判断礼物的位置。,,,,,,,,,,
25,https://www.youtube.com/watch?v=02I8Ad7qkjQ,26:20,访谈 - 动态（含充分视觉信息）,1,What are the two ideas that Sarah hopes to change about Africa?,"多线索推理,多跳推理",Have a common language and don't need visas for internal travel.,,开头说到非洲并不完美，希望有一种只有非洲人能理解的通用语言，如斯瓦希里语；希望非洲人在非洲内部旅行无需签证，实现非洲的联合，又因Sarah这个名字是后面才出现，需要先确定Sarah是哪个人物，再回来定位开头说这话的人。,,,,,,,,,,
,,,,2,Which decade was Bonfire Adventures founded in?,通用知识推理,In the 2000s.,Sara and Simon established a company in order to undertake the business of corporate team building activities. ,Sara提到2007年曾和Simon同在一个谷歌群组，该群组原本用于分享工作机会，但后来人们开始讨论政治话题。年底选举后，他们被选中组织群成员的聚会，在聚会当天两人首次见面。首次聚会很成功，之后又组织了第二次、第三次。第三次聚会时，有人询问能否为企业做团队建设活动，他们承接了该业务，但因对方要求通过银行账户支付款项，促使他们成立了公司。,,,,,,,,,,
,,,,3,Does Simon have the habit of doing morning exercises?,人物属性建模,Yes.,,由Simon有提到自己早晨经常跑步，如果开会来不及跑步的话也会游泳健身，由此可以判断。,,,,,,,,,,
,,,,4,What kind of development trend did Kenya's tourism industry show from the late 2000s to the early 2020s?,通用知识推理,It shows a trend of rapid growth.,"The company has organized numerous travel activities, attracting a large number of participants. Corporate clients have actively sought team-building services. The company has grown from scratch to become a leading enterprise in East Africa.",公司通过组织多次旅行活动吸引大量参与者，比如线上论坛成员，以及企业客户主动寻求团队建设服务，这些说明市场对旅游的需求增加；公司从无到有发展为东非领先企业，也侧面说明了行业整体扩张。,,,,,,,,,,
,,,,5,How is Simon's stress tolerance?,"多线索推理,人物属性建模",He has a strong stress tolerance.,,由Simon讲述个人经历大学期间同时打工与学习，销售工作每天 18 小时，创业初期长期处于资源匮乏状态，可以得出他是一个抗压能力很强的人。,,,,,,,,,,
26,https://www.youtube.com/watch?v=FnU5j2sZEBE,29:55,综艺 - 纪实（真人秀）,1,"Compared with chopsticks, what advantages does Kevin think Snactiv has? ",通用知识推理,Snactiv can free people's hands.,"The main function of chopsticks is to pick up food, and they need to be held and operated by hand. ",通过Kevin的介绍知道了Snactiv的特点，模型要抽象出筷子的特点，进行比对找出Snactiv的突出优势,,,,,,,,,,
,,,,2,"In the first deal,how many investors proposed trades？",多线索推理,three,,在一个交易中，投资者都与企业家，需要再多短对话获得交易发起信息,,,,,,,,,,
,,,,3,Is Alexiou Gibson very persevering,人物属性建模,yes,,通过ppt照片知道Alexiou Gibson的减肥经历得出他性格坚韧,,,,,,,,,,
,,,,4,Is Kevin among the entrepreneurs in the first team nearsighted? ,人物属性建模,no,,视频中有多位Kevin，模型要定位到指定人物，其次kevin虽然戴眼镜，但通过对话信息知道只是镜框，目的是为了显得像书呆子，提供演示效果,,,,,,,,,,
,,,,5,Can sea moss meet people's nutritional needs for fat?,通用知识推理,no,Sea Moss富含矿物质和维生素,Sea Moss提及了富含矿物质和维生素，没有脂肪，不能满足人类的脂肪营养需求,,,,,,,,,,
27,https://www.youtube.com/watch?v=LzAJ2Xdg8qI&t=1255s,23:35,纪录片 - 人文,1,"After Abner's identity was exposed, how did he send out a distress signal?","多跳推理,多模态/多语言推理",He raised his arm high.,,首先定位到Abner身份暴露的片段，结合视觉听觉Abner感觉到危险，发出了求救信号，做了高举起手臂的动作。,,,,,,,,,,
,,,,2,What do tattoos generally represent in Pinal County Jail?,通用知识推理,It represents a person's identity marker.,"Abner's tattoos triggered hostility, and he inferred the level of threat by observing the tattoos of others. ",结合Abner的纹身引发敌意，而他通过观察他人纹身推断威胁等级，说明在这所监狱里纹身代表了一种身份标识。,,,,,,,,,,
,,,,3,Does Ikaika clearly know which racial camp he belongs to?,人物属性建模,No.,,结合Abner所说，Ikaika存在种族认同混乱的问题，在不同种族阵营间摇摆不定，这是非常危险的行为。,,,,,,,,,,
,,,,4,What was the relationship between Billy and Tyrus when faced with Abner's presence? ,"多线索推理,人物属性建模",They had a cooperative relationship.,,Billy和Tyrus原本属于不同种族阵营，但却一起密谋针对Abner，说明他们达成了合作关系。,,,,,,,,,,
,,,,5,Is there a restriction in the profession of chaplain that prohibits people with criminal records from entering this field?,通用知识推理,No.,"After Abner was released from prison, he became a certified chaplain.",Abner从监狱出来后，成为了一名专业牧师，说明牧师这个行业不会像某些行业一些限制有过案底的人进入该行业。,,,,,,,,,,
28,https://www.youtube.com/watch?v=lX6U4nOhm5w,26:16,探索 - 体验新事物,1,Can someone get into the cheerleading team of the University of Kentucky if that person can't do a backflip with twists? ,通用知识推理,No.,Michelle couldn't get into the cheerleading team of the University of Kentucky because she couldn't do a backflip with twists. ,结合听觉Michelle在最后一轮中表现出乎所有评委意料，进步飞速，表情状态也都很好，但教练表示由于她不会翻滚的动作，所以无法进入啦啦队，啦啦队表演中有个部分需要该动作，结合视觉Michelle与其他人的动作相比仅有后空翻转体动作它没做，由此得出。,,,,,,,,,,
,,,,2,What action did Michelle perform alone in the third round of the tryouts that surprised everyone?,"多跳推理,多模态/多语言推理",She performed four backward handsprings at one go.,,首先定位到第三轮Michelle单人动作片段，结合视觉Michelle做的动作，以及大家的反应，听觉搭档的评价综合得知。,,,,,,,,,,
,,,,3,What is the relationship between Maddie and Daniel?,人物属性建模,They used to be teammates on the same cheerleading team.,,结合Michelle和Maddie的聊天内容可知他们有一起在 Navarro 啦啦队的经历，所以他们是曾经在同一啦啦队的队友关系。,,,,,,,,,,
,,,,4,Is Michelle a person with strong learning ability?,"多线索推理,人物属性建模",Yes.,,结合Michelle在训练和选拔中的表现以及教练的评价可知，她表演时状态饱满，能在短时间内学习新的技能和动作。,,,,,,,,,,
,,,,5,What kind of reforms has the cheerleaders' costume in the Cheerleading Team of the University of Kentucky undergone?,通用知识推理,Shift from fancy design to giving priority to functionality.,Simple design can reduce distractions and improve the accuracy of movements. ,视频中在提及鞋类设计的的改进以及动作流畅性的要求时都反映了啦啦队服装从传统花哨设计转向功能性优先，简洁设计能够减少干扰，提升动作精准性，与啦啦队从表演附属到独立运动的转型一致。,,,,,,,,,,
29,https://www.youtube.com/watch?v=uow257PdFCE,27:57,探索 - 体验新事物,1,Is Bob a person who likes to meddle in other people's affairs?,人物属性建模,Yes.,,"根据背对背谈话可以得知Bob在偷听到别人争吵后就报了警,证明他是一个爱管闲事的人",,,,,,,,,,
,,,,2,Did Michelle succeed in her first negotiation?,多模态/多语言推理,No.,,汽车绑架案的犯人并没有走出汽车，被警察逮捕，再结合Michelle结束电话后的沮丧语气，说明她的第一次谈判没有成功,,,,,,,,,,
,,,,3,What is the relationship between Bob and Greg?,人物属性建模,Greg is Bob's boss.,,通过背对背谈话中可以得知Bob是女人的同事，Greg是女人的老板，所以Greg是Bob的老板,,,,,,,,,,
,,,,4,Who can create websites on Odoo?,通用知识推理,Everyone.,"Creating a website on Odoo only requires some simple operations and there is no need to know how to code. Moreover, Michelle personally created a website of her own. From this, it can be inferred that anyone can create a website on Odoo.",在odoo上创建网站只需要一些简单的操作，不需要会编码，且Michelle个人就创建了一个自己的网站，可以推断出任何人都可以在odoo上创建网站,,,,,,,,,,
,,,,5,What is the vital trick to success in a negotiation?,通用知识推理,Active listening.,Active listening can contribute to the success of negotiations.,"Michelle在第一次失败后训练了背对背谈话和学习了积极倾听表上的技巧,说明积极倾听可以帮助谈判成功",,,,,,,,,,
30,https://www.youtube.com/watch?v=JIp3Ce9WtGQ,34:57,测评 - 食品,1,Is Joe very familiar with the food in Queens?,"多线索推理,人物属性建模",Yes,,Joe 是皇后区的资深导游（“OG 皇后区导游”），负责规划行程并带领博主探索多元美食。他熟悉当地文化。视频中他多次提供背景知识（如解释圭亚那菜的西印度风味），表现他对皇后区美食的了解。,,,,,,,,,,
,,,,2,"After having Chinese cuisine, which country's cuisine did the author go to have? ",多跳推理,Guyana,,模型要在定位吃中国菜的时间片段，在分析之后画面知道去吃了圭亚那菜,,,,,,,,,,
,,,,3,Did The Arepa Lady once have a legal background?,人物属性建模,Yes,,她曾经是一名哥伦比亚的律师和法官24。这表明她在过去接受过系统的法律教育和专业训练，具备一定的法律知识基础。,,,,,,,,,,
,,,,4,Is Kata - Kat halal?,通用知识推理,Yes,Kata - Kat是在巴基斯坦传统食物，是清真菜,Kata - Kat是在巴基斯坦餐厅，巴基斯坦是伊斯兰文化，kata-kat推测为清真菜，同时店铺对于肉类的来源和处理方式有严格要求。而在这个情境下，肉的来源似乎是在符合宗教要求的情况下提供的，没有与非清真食物混合加工的表述,,,,,,,,,,
,,,,5, what are the characteristics of Asian cuisine compared with European cuisine?,通用知识推理,The seasoning is more complex.,亚洲菜系调味层次丰富，而欧洲菜系调味相对单一,这题需要模型对菜品的评价进行抽象归纳，总结特点后，分析亚洲菜系的特别之处。文中对亚洲菜系使用香料多次称赞，而在对欧洲菜系是指出调味过于单一。,,,,,,,,,,
31,https://www.youtube.com/watch?v=nTG1gfvClYs,27:29,街头互动 - 采访,1,"What function does the app ""Grindr"" mainly focus on?",通用知识推理,Gay dating app.,Jaylen and Done met and fell in love on this dating app. ,Jaylen和Done说他们相识源于Grindr这个App，以及主持人调侃说非异性恋应用，说明这个App是以男同性恋交友功能为主的。,,,,,,,,,,
,,,,2,"Among the couples interviewed by the host, how many couples passed the trust test? ",多线索推理,Four.,,结合每对情侣测试最终结果可以得知。,,,,,,,,,,
,,,,3,What aspects of an intimate relationship can be promoted by maintaining communication and trust?,通用知识推理,Loyalty.,Loyalty is an important factor in a relationship.,视频主题是忠诚测试，第四对情侣强调沟通是关键，第九对情侣强调信任，他们都通过了测试，关系稳固，说明沟通和信任对亲密关系中的忠诚度有促进作用。,,,,,,,,,,
,,,,4,Is T completely loyal to Bone?,"人物属性建模,多模态/多语言推理",No.,,结合T的行为举止以及主持人和Bone的状态可以得知T的手机中存在不利于两人关系的内容，甚至与要抢手机删除证据。,,,,,,,,,,
,,,,5,Does Bri hold a supportive attitude or an opposing attitude towards the TikTok ban? ,人物属性建模,She doesn't support the ban.,,Bri认为TikTok 禁令是不合理的，因为很多人成为了创作者，甚至依靠 TikTok 创造了全新的生活，而禁令却剥夺了他们的机会，让他们失去了赚钱的途径，因此可以判断Bri不支持TikTok禁令。,,,,,,,,,,
32,https://www.youtube.com/watch?v=7KDRMzpvUqw,22:47,vlog - 旅行,1,"Who is more outgoing, Veronica or Vanessa?","多线索推理,人物属性建模,多模态/多语言推理",Veronica.,,Vanessa在公开场合不太喜欢拍vlog，而Veronica更积极主动地记录旅行中的各种事情，以及结合视觉听觉二人的状态可以判断Veronica更活泼开朗一些。,,,,,,,,,,
,,,,2,What is the relationship between Veronica and Aaron?,"多线索推理,人物属性建模,多模态/多语言推理",They are in a romantic relationship. ,,结合二人生活状态，视觉听觉，交流内容，相互kiss等综合得知。,,,,,,,,,,
,,,,3,What are the differences between the toilets on the Royal Caribbean cruise ship and the household toilets? ,"多模态/多语言推理,通用知识推理",The toilets on the cruise ship are much smaller in size.,Veronica said that the toilet on the cruise ship was the smallest one she had ever seen. ,听觉Veronica表示游轮上的马桶是她见过最小的马桶，视觉Veronica用手对比了马桶尺寸，以及视觉上只有尺寸的区别。,,,,,,,,,,
,,,,4,"After the trip to Crete, where did Veronica, Vanessa and their party go?",多跳推理,Lima Seoul.,,在克里特岛，他们参观了纪念二战中保卫该岛牺牲者的纪念碑，品尝了希腊食物。但晚上得知由于天气原因，米科诺斯岛和圣托里尼岛的行程被取消，改为去Lima Seoul。,,,,,,,,,,
,,,,5,What are the characteristics of Greek weddings in terms of scale?,通用知识推理,They usually have a large scale and involve many people.,"A small Greek wedding has about a thousand people in attendance, while a large one has three thousand people. ",希腊婚礼习俗，提到小型婚礼有一千人参加，大型的有三千人，且会制作大量果酱作为礼物，,,,,,,,,,,
33,https://www.youtube.com/watch?v=pNvfLNztmAo,25:17,纪录片 - 人文,1,What weight requirements are there for weight loss surgery?,通用知识推理,Weight must be under 600 pounds.,Weight must be under 600 pounds to qualify for weight loss surgery.,视频中多次提到医生对患者的体重要求，尤其是600磅，对于James始终没有达到600磅医生甚至拒绝继续为他治疗，由此推断出600磅才能进行减重手术。,,,,,,,,,,
,,,,2,Is there a possibility that Geno's obesity is genetically inherited within his family? ,"多线索推理,人物属性建模",Yes.,,Geno的母亲和叔叔都做过减重手术，表兄弟Nico也很胖。,,,,,,,,,,
,,,,3,What are the effects of long-term bed rest on the muscular system of obese patients? ,通用知识推理,Muscle atrophy and loss of strength.,"Long-term bed rest leads to muscle atrophy and loss of strength, further exacerbating the decline in mobility. ",Teretha和James均需他人协助移动，Teretha术后需通过脚踝重量训练恢复腿部力量，James因腿部溃烂无法自主活动，依赖他人搬运。,,,,,,,,,,
,,,,4,What is Teretha's motivation for weight loss?,人物属性建模,Return to the family and witness the growth of grandchildren. ,,Teretha提到无法忍受自己的身体，认为自己是家庭负担，她希望为家人改变，不想错过孙子的成长。,,,,,,,,,,
,,,,5,Which of the four protagonists in the video has lost more weight? ,"多线索推理,多模态/多语言推理",Teretha.,,结合听觉定位到最终医生为他们称重的片段，结合视觉比较他们的减重统计。,,,,,,,,,,
34,https://www.youtube.com/watch?v=zF5PO0mHD80,31:23,访谈 - 静态（对话密集型，少量视觉信息）,1,How many years has The Dude Perfect channel been established by 2025? ,通用知识推理,16 years.,Dude Perfect made a popular video in 2009.,对话中成员提到2009年制作了一个热门视频后，他们有了Dude Perfect这个团体，至今一直再做。,,,,,,,,,,
,,,,2,Is Tyler the best at playing tic-tac-toe in the Dude Perfect team?,"多线索推理,人物属性建模",No.,,对话中左二成员表示没有人比他更擅长井字游戏，仅后来输给了Cody，Tyler是左一成员。,,,,,,,,,,
,,,,3,What are Tyler's main responsibilities in the team besides creative development? ,"多线索推理,人物属性建模",Shooting work.,,视频中提到Tyler负责创意开发以及Tyler做战斗视频相关工作，拍摄时他决定拍摄方案，与其他成员有意见分歧。,,,,,,,,,,
,,,,4,What religion does Cory believe in?,人物属性建模,Christianity.,,视频中提到他们都是基督徒，信仰帮助他们化解矛盾，大家能更好地原谅彼此，他们都热爱创作，为了团队发展努力。,,,,,,,,,,
,,,,5,What are the two most important aspects that the Dude Perfect channel values when creating its works?,通用知识推理,Content authenticity and family-friendliness.,"Dude Perfect insists on creating content suitable for audiences of all ages. Besides, they will reshoot the shots where the ball seemingly goes into the goal but actually doesn't. ",Dude Perfect早期拒绝啤酒品牌合作，坚持创作适合全年龄段观看的内容，逐渐积累信任，吸引家庭观众和品牌合作；他们会重新拍摄看似进球实际未进的镜头，因为他们希望能坦诚面对观众，他们的投篮和特技都是真实的。,,,,,,,,,,
,,,,6,"In the street interview prepared by the host, who is more popular, Dude Perfect or The Beatles? ","多线索推理,多跳推理,多模态/多语言推理",The Beatles.,,首先定位到主持人准备的街头采访片段，结合听觉可知被采访人的回答内容，视觉上有谁更受欢迎的计数，综合得知了解The Beatles的人略多一点。,,,,,,,,,,
35,https://www.youtube.com/watch?v=Wduah0a5HR8,30:43,vlog - 工作,1,Which industry does Kate work in?,"多线索推理,人物属性建模",Veterinarian.,,Kate会看X光片，在Jimmy手术时辅助Alan。,,,,,,,,,,
,,,,2,How to firmly restrain a cat without getting yourself injured when it is in an agitated state?,通用知识推理,Grasp the back of the cat's neck tightly.,"Rachel managed to hold Jimmy firmly by tightly gripping the scruff of his neck. As a result, Jimmy couldn't wriggle free, and Rachel avoided getting hurt.",Kate和Rachel为Jimmy剃毛时，Jimmy情绪激动，非常具有攻击性，疯狂想要挣脱，但是Rachel通过紧紧抓住Jimmy的后脖颈使得Jimmy无法挣脱，自己也没有受伤。,,,,,,,,,,
,,,,3,How did Dugall's personality change after receiving treatment?,"多跳推理,多模态/多语言推理",It changed from being aggressive to being gentle. ,,首先定位到Dugall治疗后的片段，结合视觉Dugall的状态以及听觉医生的评价，Dugall刚来时攻击性很强到治疗后变得很温顺可知。,,,,,,,,,,
,,,,4,How do pets perceive pain and what are their manifestations of it? ,"多线索推理,通用知识推理","They show it through aggressive, resistant and irritable behaviors.","During the treatment process, when operations that may cause pain are involved, pets will exhibit behaviors such as aggression, resistance, and emotional changes. ",Bella在治疗时具有攻击性，可能是因为对治疗过程中的疼痛感到不适；Lty在处理胶水时反应激烈，Jimmy因膝盖疼痛而脾气暴躁，这些都表明宠物会通过不同行为表现出对疼痛的感知。,,,,,,,,,,
,,,,5, Is Peter a patient person?,"多线索推理,人物属性建模",Yes.,,Peter面对凶猛的Lty，他没有轻易放弃，尝试多种方法解决问题，如先使用溶剂、剪刀，失败后采用麻醉方式，在手术过程中谨慎操作，尽力避免给莉蒂造成更多伤害。,,,,,,,,,,
36,https://www.youtube.com/watch?v=Ipe9xJCfuTM,29:09,vlog - 工作,1,What are the ways to slow down the melting speed of cheese in cooking hamberger?,通用知识推理,Layer the bacon on top of the burger.,,对话中提到减缓奶酪融化速度的方法是将培根放在汉堡的顶部，这样可以让培根得到更多的烤制，同时也能防止奶酪太快融化。因为如果不这样做，有时候奶酪可能会出现类似 “煮过” 的状态。,,,,,,,,,,
,,,,2,Is AJ's cooking ability good enough for him to handle tasks independently? ,"多线索推理,人物属性建模",No,,AJ被多次提醒操作规范（如 “collar saggy” 可能涉及设备操作或摆盘要求），主厨提醒要注意菜品质量（如汉堡的湿润度控制，综合总结推理AJ的烹饪能力还需要主厨指导，不能独当一面,,,,,,,,,,
,,,,3,Does the cheese melting too quickly during hamburger cooking affect the taste?,通用知识推理,Yes,,如果汉堡中的奶酪融化太快，口感可能会有点像煮过的。,,,,,,,,,,
