视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
26,https://www.youtube.com/watch?v=1u6E8BWW7Mk,29:22,vlog - 特殊事件,1,What color does Samantha like recently? ,"人物属性建模,多模态/多语言推理",Red.,,模型需要定位到视频开头，Samantha穿了一件毛衣，说自己最近很喜欢这个颜色，还给我们展示了同个颜色的枕头和杯子，通过视觉我们可以看到是红色。,,,,,,,,,,
,,,,2,Is Sam a student? ,"多线索推理,人物属性建模",Yes.,,模型需要定位多个片段，关于Samantha提到Sam行程的片段，比如Sam刚从学校回来，或Sam去学校了，由此可推测Sam还是个学生。,,,,,,,,,,
,,,,3,What do you get when you go to Starbucks on your birthday? ,通用知识推理,A free drink.,视频中Samantha在生日当天早上和Sam去了星巴克，她说自己可以免费得到一杯喝的，由此可知生日当天到星巴克可以免费喝一杯。,模型需要定位Samantha生日当天早上的片段，根据片段中Samantha去星巴克的目的得出结论。,,,,,,,,,,
,,,,4,How many cakes did Samantha receive in the video? ,多线索推理,Two.,,模型需要识别不同蛋糕的画面，并经过统计得出Samantha收到了两个蛋糕。,,,,,,,,,,
,,,,5,What type of brand is Krup to Closet? ,通用知识推理,Clothing brand.,视频中Samantha提到自己出的卫衣是和Krup to Closet合作的，由此可推测Krup to Closet是个服装品牌。,模型需要定位Samantha介绍自己新出的卫衣的片段，根据片段中对Krup to Closet的介绍得出这是一家服装品牌的结论。,,,,,,,,,,
27,https://www.youtube.com/watch?v=N8iDIDa-fFw,21:51,vlog - 特殊事件,1,How many wedding dresses did Sophie try on before the photoshoot? ,多线索推理,Five.,,模型需要识别不同婚纱的画面，并根据统计得出Sophie在拍摄前试了五套婚纱。,,,,,,,,,,
,,,,2,What kind of store is Wedding21? ,通用知识推理,A store for taking wedding photos.,视频的主题是拍婚纱照，根据画面可知Sophie选择的店是Wedding21，因此可知Wedding21是一家拍摄婚纱照的店。,模型需要根据听觉听到Sophie要去拍婚纱照，根据视觉看到她去的是Wedding21，由此可知Wedding21是一家拍婚纱照的店。,,,,,,,,,,
,,,,3,What is the function of the third level of the Weeding21?,"多模态/多语言推理,通用知识推理",Make-up.,视频中Sophie和未婚夫来到weeding21时，他们首先来到第三层，由视频画面可见这是一个很大的化妆间，Sophie在这里完成了她的妆容，因此weeding21三楼的主要功能就是化妆,视频中Sophie和未婚夫来到weeding21时，他们首先来到第三层，由视频画面可见这是一个很大的化妆间，Sophie在这里完成了她的妆容，随后到二楼试婚纱，因此weeding21三楼的主要功能就是化妆，模型需做好区分辨别,,,,,,,,,,
,,,,4,Were Sophie and Martin married when the video was filmed? ,人物属性建模,Not yet.,,模型需要定位视频开头，Sophie说她和Martin去年在日本订婚，现在要拍婚纱照，因此可知Sophie和Martin在拍摄这段视频的时候还没结婚。,,,,,,,,,,
,,,,5,Can Sophie tolerate strong winds? ,人物属性建模,Yes.,,模型需要定位Sophie说风大的片段，虽然风大但她还是坚持穿着婚纱进行拍摄，由此可判断Sophie能忍受大风。,,,,,,,,,,
28,https://www.youtube.com/watch?v=YBpv0sfjz2c,21:21,vlog - 学习,1,Is Yoora a person who likes to stock up? ,人物属性建模,Yes.,,模型需要定位Yoora补充冰箱物资的片段，片段中可以看到Yoora买了大量食品储存在冰箱中，因此可判断Yoora是个喜欢囤货的人。,,,,,,,,,,
,,,,2,Is Yoora someone with a plan? ,人物属性建模,Yes.,,模型需要定位Yoora展示日程表的片段，片段中Yoora把一学期的计划都做了安排，由此可知Yoora是个很有计划的人。,,,,,,,,,,
,,,,3,How can you save money on textbooks? ,通用知识推理,Buy second hand books online.,视频中Yoora说自己在网上买书省钱，并且在她翻看这些书的时候说可以看到别人的笔记，由此推测她买的是二手书，故在网上买二手书是省钱的。,模型需要定位Yoora拆书的片段，根据片段中Yoora说的话可以推测在网上买二手书是省钱的。,,,,,,,,,,
,,,,4,What are the symptoms of wisdom tooth inflammation? ,"多线索推理,通用知识推理",Pain and facial swelling.,视频中Yoora说自己的智齿痛，几天后她的脸肿的很大，医生说她的智齿感染（发炎）了，由此可知智齿发炎的症状是疼痛、脸肿。,模型需要根据多个关于智齿的片段进行分析，根据Yoora的描述可知智齿发炎的症状是疼痛、脸肿。,,,,,,,,,,
,,,,5,What did Yoora do before having her wisdom teeth removed? ,多跳推理,Pick up medicine and go shopping with her mom.,,模型需要首先定位到Yoora拔智齿的片段，然后根据该片段前的画面进行分析，分析可知Yoora取了药并和妈妈去购物了。,,,,,,,,,,
29,https://www.youtube.com/watch?v=cI4vSnjq7ZY,24:02,vlog - 学习,1,What does Victor like to decorate his laptop with? ,人物属性建模,Stickers.,,模型需要定位Cameron向我们展示Victor电脑上贴纸的片段，画面中Victor的电脑上贴满了贴纸，由此可知Victor喜欢用贴纸装饰自己的电脑。,,,,,,,,,,
,,,,2,How is Cameron’s Chinese performance? ,人物属性建模,Not bad.,,模型需要定位Cameron上中文课的片段，片段中有个画面是Cameron在课堂游戏中获得了第三名，由此可判断他的中文水平还不错。,,,,,,,,,,
,,,,3,What did Cameron and his friends do after eating ice cream? ,多跳推理,They played billiards.,,模型需要首先定位Cameron和朋友吃冰淇淋的片段，再根据之后片段中的画面进行分析，我们可以看到之后他们去打了台球。,,,,,,,,,,
,,,,4,Can people pass the Frq exam with a score of 5? ,"多线索推理,通用知识推理",Yes.,视频中Cameron多次提到自己练习frq时能达到5分，并且期盼真实考试的时候也能有5分，由此可知frq达到5分能通过考试。,模型需要定位多个片段，根据片段中Cameron对自己frq成绩的分析可知frq达到5分能通过考试。,,,,,,,,,,
,,,,5,What style is the store Kove Kitchen in? ,通用知识推理,Canadian style.,视频中Cameron去Kove吃晚饭，Cameron评价这家店是他见过最加拿大的店，由此可推测这家店的风格是加拿大风格。,模型需要定位Cameron去kove餐厅吃饭的片段，根据片段中Cameron对这家店的评价可知这家店的风格是加拿大风格。,,,,,,,,,,
30,https://www.youtube.com/watch?v=y9boocanisQ,22:43,测评 - 展会,1,What could be a replacement of sticky notes?,通用知识推理,VersaNotes.,便利贴是一种文具用品，普通为正方形或长方形纸片。背面上缘有胶，可以在正面书写文字，并以背面贴附在文件、书籍、白板、桌面、电脑萤幕、家电用品或任何一种平坦的表面上。,根据视频中的介绍Boogie Board品牌下的VersaNotes产品，小巧便捷，可以磁吸在物体表面上，并能够进行多次重复书写，因此可以是便利贴的升级替代品。,,,,,,,,,,
,,,,2,Can Artémix provide the color-tattoo service?,"多模态/多语言推理,通用知识推理",Yes.,彩色纹身会使用多色颜料。,根据Artemix店员所展示的纹身作品可以推测，他们可以实现黑色或彩色的一次性纹身效果,,,,,,,,,,
,,,,3,Does Flavio like to use pizza oven?,"人物属性建模,多模态/多语言推理",No.,,博主认为披萨烤炉除了占地没有太大用处，所以推测出他大概率不喜欢用,,,,,,,,,,
,,,,4,What is Michael's job?,人物属性建模,The tatto designer of Artémix.,,根据视频内容得知Michael是在博主介绍Artémix时出现的人物，他设计手绘纹身图案，是该品牌的设计师。,,,,,,,,,,
,,,,5,How many trade shows did Flavio introduce in this video?,多线索推理,Four.,,美国拉斯维加斯的展会、纽约的展会、以及德国法兰克福的两个展会。,,,,,,,,,,
31,https://www.youtube.com/watch?v=s4ET7Vn3nz4&t=1028s,31:25,测评 - 展会,1,How many kinds of eye glasses did Josh introduce?,"多线索推理,多模态/多语言推理",Three.,,两个分别是Ray-Ban品牌的智能眼镜、XREAL的VR眼镜、Halliday的智能眼镜。,,,,,,,,,,
,,,,2,Can Realbotix make a robot that look like Asian?,通用知识推理,Yes.,不管是什么长相的机器人，都可以通过雕塑等手段来制作。,Realbotix支持机器人定做，所以长相、性格都可以做个性化调整。,,,,,,,,,,
,,,,3,What can you do if your laptop dies and we have an AOTOS suitcase?,通用知识推理,Connect your laptop to the suitcase's battery.,电脑充电接口通常为圆形，根据AOTOS电池的大小、充电接口，可以判断是支持电脑充电的。,博主在视频中介绍了AOTOS行李箱的可拆卸电池，并展示了充电接口，有圆形接口可以推测是支持电脑充电的。,,,,,,,,,,
,,,,4,Is Josh an introvert or an extrovert?,人物属性建模,He is an extrovert.,,外向的人往往开朗、健谈、善于交际、友好。根据视频中博主的健谈、开朗的语气等，可见他是一个外向型的人。,,,,,,,,,,
,,,,5,Does Josh like artificial intelligence?,人物属性建模,Yes.,人工智能是一个构建能够推理、学习和行动的计算机和机器的科学领域,博主介绍了很多高科技产品，很多都运用了AI技术，比如AI眼镜、机器人等可见他十分喜欢AI科技。,,,,,,,,,,
32,https://www.youtube.com/watch?v=NYH3pAYRrBM,20:25,访谈 - 静态（对话密集型，少量视觉信息）,1,Does Selena have a high acceptance of spicy food?,人物属性建模,Yes.,,Selena吃辣炸鸡的综艺节目，辣度逐渐增高，在节目进行到中期，炸鸡的辣度已达到较高的程度时，她吃完仍然面不改色，一切正常，也没有喝桌上的任何饮品，可见Selena对辣味的接受度较高。,,,,,,,,,,
,,,,2,What is the relationship between Selena and Benny?,人物属性建模,Collaborators.,,模型需要定位到两人的相关片段，得知两人共同制作专辑（“collaborative album”）故得出结论合作关系。,,,,,,,,,,
,,,,3,How many fried chicken legs does Selena eat?,"多线索推理,多模态/多语言推理",Seven.,,模型需要定位到视频中Selena的相关片段，再结合主持人的介绍得知谁是Selena，所以得出结论是seven。,,,,,,,,,,
,,,,4,Is there a difference between the production details of the snare drum and the listener's perception?,通用知识推理,No.,视频中Benny 举例制作人会花大量时间调整军鼓音色，但听众通常无法分辨不同军鼓的细微差别，反映出制作细节与听众感知无太大差异。,模型需要定位到谈及军鼓的片段，得知制作人会花大量时间调整军鼓音色，但听众通常无法分辨不同军鼓的细微差别，得出结论制作细节与听众感知无差异。,,,,,,,,,,
,,,,5,Does capsaicin cause an immediate burning sensation or a delayed burning sensation?,通用知识推理,A delayed burning sensation.,视频中提到高斯科奇辣椒素（capsaicin）需接触黏膜后逐步激活 TRPV1 受体，可以推理得出其导致延迟灼烧感。,模型需要定位到视频中提及辣椒素的相关片段，得知需接触黏膜后逐步激活 TRPV1 受体，可以推理得出其导致延迟灼烧感。,,,,,,,,,,
33,https://www.youtube.com/watch?v=RerXSDNkenk,20:40,vlog - 亲子,1,What is the relationship between Karma and Sienna?,人物属性建模,Sisters.,,模型需要定位到相关的语言信息，提到“my daughter Sienna and Karma”，两人同为博主的女儿且共同参加体操比赛。,,,,,,,,,,
,,,,2,Is Mia good at hair styling?,人物属性建模,Yes.,,模型需要定位到关于Mia的相关片段，描述“Mia kindly did two plaits”和“Mia's done such an amazing job”，表明Mia负责为女孩们设计发型，由此可知Mia擅长做发型。,,,,,,,,,,
,,,,3,What does Karma do after the floor routines in competitions?,多跳推理,Vault routines.,,模型需要定位到Karma完成地板动作，随后定位到跳马比赛。,,,,,,,,,,
,,,,4,"Why do younger gymnasts compete earlier, is it because they have limited patience or because they have other competitions?",通用知识推理,Because they have limited patience.,视频中提到“little ones who have less patience... good that they're going first”，由此可以推理得出年幼选手因耐心有限被安排先比赛。,模型需要定位到谈及younger gymnasts的相关片段，得知“little ones who have less patience... good that they're going first”，由此可以推理得出年幼选手因耐心有限被安排先比赛。,,,,,,,,,,
,,,,5,How are gymnastics competition levels ordered?,通用知识推理,Ascending numerical order.,视频中提到“they do level one two three four five”，明确说明比赛按级别数字升序进行（从低到高）。需结合“level one”选手先出场的信息，推断顺序规则。,模型需要定位到体操比赛排序的相关片段，视频中提到“they do level one two three four five”，明确说明比赛按级别数字升序进行（从低到高）。需结合“level one”选手先出场信息推断顺序规则。,,,,,,,,,,
34,https://www.youtube.com/watch?v=sZCVwMrxsIY,31:51,vlog - 亲子,1,What's the relationship between Caleb and Mary?,人物属性建模,Siblings.,,模型需要定位到Caleb和Mary的相关片段，他们都是博主的孩子，根据互动模式和年龄差距为兄妹。,,,,,,,,,,
,,,,2,Is Mary afraid or friendly to Lucas?,人物属性建模,Friendly.,,"模型需要定位到Mary的相关片段，她主动为蟑螂Lucas建造住所，并称""being nice to it""，显示她对昆虫持友好态度而非恐惧。",,,,,,,,,,
,,,,3,How many kinds of “insects” do the children find?,多线索推理,Eight.,,模型需要定位到他们找到虫子的过程，包括蟑螂、蝎子、蝉、蚂蚁、螳螂、蜻蜓、苍蝇和蜘蛛，需要逐一确认有多少种虫子。,,,,,,,,,,
,,,,4,Which insects can be found in winter? Cockroach or ladybug？,"多模态/多语言推理,通用知识推理",Neither.,冬天大部分昆虫都会冬眠，不会被轻易见到,虽然视频中出现孩子们在雪地里寻找到蟑螂和七星瓢虫的画面，但从视觉上来看这些虫子明显都是假的，是爸爸和孩子们做游戏的道具，在冬天，几乎不会看见真虫子。,,,,,,,,,,
,,,,5,"Even in winter, what is the approximate temperature above for American households？",通用知识推理,26℃,在室内时，26摄氏度以上穿短袖较舒适,视频里，即使外面布满了雪，室内的孩子们都穿着短袖，说明室内温度是高于26度的,,,,,,,,,,
35,https://www.youtube.com/watch?v=diYS6dZ2OsI&t=53s,22:36,测评 - 工具/机械,1,What's the color of the Elops City 500 Ed introduced at the beginning?,多模态/多语言推理,Dark blue.,,定位到详细介绍第一辆自行车的片段，博主主要专注于性能方面的介绍，没提颜色，视频可以看出是深蓝色的。,,,,,,,,,,
,,,,2,Is the Elpos City 500 suitable for long distance riding?,通用知识推理,No.,Ed提到了四处骑行和通勤的情景，这两类人是需要携带很多物品的，没有后架的车装不了太多东西。而这款车没有可以插行李架的孔眼，因此不适合远途骑行的人。,定位到介绍第一款车的缺点的部分，Ed说这款车没有可以插车架的孔，而对于想要在城市里四处逛或者通勤的人来说是个缺憾。,,,,,,,,,,
,,,,3,Is Elops 500 or Quella Oxford higher in gear ratio?,多线索推理,Quella Oxford.,,定位到介绍前两款车齿轮比的片段，Ed分别提了具体数值，画面也有具体数字，Quella Oxford的44/16要大于44/18。,,,,,,,,,,
,,,,4,Does Ed like everything of the Quella Oxford?,人物属性建模,No.,,虽然Ed喜欢速度给力的车，但他也提到了自己不是特别喜欢牛角车把，因此他对Quella Oxford也不是百分百满意的。,,,,,,,,,,
,,,,5,What bike brands did Ed introduce before the Steed one?,"多线索推理,多跳推理",Elops and Quella.,,需要按顺序定位Ed介绍的每款自行车，在Steed之前还有另外两款。,,,,,,,,,,
,,,,6,Is Ed very professional on bikes?,人物属性建模,Yes.,,每一款自行车都是Ed主导介绍的，而且配有他亲自骑行体验的画面。说到每一款自行车的数据非常熟练，连英国的路况都顺便介绍了，他是个骑行专家。,,,,,,,,,,
,,,,7,Which country is most likely Ed come from?,人物属性建模,Britain.,,他俩并没有提关于自己的国家、职业等。但是他俩都是英国口音，而且Ed提到了英国的路况不是太好，所以最可能是英国人。,,,,,,,,,,
,,,,8,Does a larger gear ratio mean faster speed?,通用知识推理,No.,齿轮比只是影响速度的一个因素，实际在户外骑行时，车的重量、地面摩擦情况，骑行人蹬车技术等等都会影响骑行速度，并不是齿轮比越大，速度就越快。,每一台车都介绍了齿轮比，但并是不齿轮比越大速度就越快，Ed介绍Genesis时就提到了，换个路面速度就不一样，说明影响速度的因素很多。,,,,,,,,,,
36,https://www.youtube.com/watch?v=k_092RecuvQ,22:14,综艺 - 游戏,1,"Is there an audience at the taping of the program ""The Tonight Show""?","多线索推理,通用知识推理",Yes,Fallon多次在镜头前与观众互动，称观众在迷惑他导致他不敢把手伸入箱子，并且从录制时有观众在现场的声音，都可以推测该节目在录制时是有观众的。,模型需定位到Fallon与观众互动的多个片段，并且该节目一直都有观众的声音，并不是后期制作而是现场录制，都可以推测出，现场是由观众的。,,,,,,,,,,
,,,,2,Does purell need water during use or can it be used directly?,"多模态/多语言推理,通用知识推理",It could be used directly.,Fallon要工作人员把purell拿上来，通过观察他将purell直接滴在手心后双手摩擦并没有用水，因此是可以直接使用的。,模型需定位到fallon摸到生牛脑的画面，他再抹完之后说要工作人员把purell拿上来，通过观察的使用方法可以判断直接使用即可无需用水。,,,,,,,,,,
,,,,3,"Toys and hair, which one does Selena like more?",人物属性建模,Toys.,,模型需定位到selena把手伸入有玩具和毛发的两个片段，玩具虽然是一个张着嘴的小狗，但是selena并没有害怕，而当selena知道自己摸到的是毛发时，虽然没有害怕但是她说感觉很恶心，所以相比之下，selena更喜欢玩具狗。,,,,,,,,,,
,,,,4,Is Fallon afraid of lazard?,人物属性建模,Yes.,,模型需定位到fallon把手伸入有真的蜥蜴的箱子中，当他没有猜出是什么并且看到箱子里的东西是真的蜥蜴时，露出了惊恐的表情，趴在地上，表示自己无法接受，并且说着“天啊”由此可以看出他很害怕蜥蜴。,,,,,,,,,,
,,,,5,Are there many raw eggs or few in the box into which Fallon puts his hand?,多跳推理,Many eggs.,,模型需定位到Fallon要把手伸入大箱子里的片段，他看不到箱子里是什么，但是作为挑战要通过触觉感受，通过观察可以看到里面满是蛋黄，并且Fallon猜对了是生鸡蛋。,,,,,,,,,,
37,https://www.youtube.com/watch?v=2QD3635wUTM,20:21,教学 - 艺术,1,Is the chest cavity the most important support for chest placement?,通用知识推理,No，the most important support is your core strength. ,通过Jeremie的讲解可以得知，胸声不是单纯用到胸腔共鸣，最重要的支撑在核心部位，有了强大核心支撑，才有稳定的胸声。,定位到Jeremie示范胸声的部分，他在对比正确和错误发声的时候，强调了正确的胸声有更多核心支撑,,,,,,,,,,
,,,,2,How many times did Jeremie sing when showing chest placement?,多线索推理,Four,,定位到NJeremie示范胸声的片段，他前后示范了两次对比，一共唱了四次。,,,,,,,,,,
,,,,3,What did Tara do before Jeremie showing the mix placement?,多跳推理,She tapped the piano once.,,定位到准备示范混声的部分，Jeremie在示范之前请求Tara给他一个调，所以Tara先弹了一下钢琴，Jeremie才开始唱。,,,,,,,,,,
,,,,4,"Who is white among Tara, Nikki and Jeremie?","人物属性建模,多模态/多语言推理",Tara,,他们三个只简单介绍了自己的名字，可以看到只有Tara是白人，其余两位是黑人。,,,,,,,,,,
,,,,5,Is Tara a humorous person?,人物属性建模,Yes,,Tara与另外两个老师互动的时候，不止一次用妙语连珠逗笑二人，课堂气氛非常快乐，可见她是个幽默的人。,,,,,,,,,,
,,,,6,Is there no connection between the head voice and core strength?,"多线索推理,通用知识推理",No,发声是需要气息的，头部不可能独自产生声音，只是共鸣位置集中在头部，仍然需要下部支撑。Nikki的讲解侧面证明了这一点。,定位到示范头声的片段，不管是从Nikki的讲解还是单纯二人演唱的听觉上，都可以推测出头声并不是只有头腔和面部共鸣，还是需要腹部有很强的支撑。,,,,,,,,,,
38,https://www.youtube.com/watch?v=7wxAbbyHgno,48:25,测评 - 工具/机械,1,What is the color of Xiao Peng X9 in this video?,多模态/多语言推理,White,,定位到介绍第一辆车的片段，提了小鹏X9的各个方面，就没提颜色，能看出来是白色的。,,,,,,,,,,
,,,,2,Whose daughter is Eva?,人物属性建模,Drew,,定位到开头介绍每个人名字的片段，以及介绍小鹏汽车时，Drew和Eva互动的画面，Eva管Drew叫爸爸。,,,,,,,,,,
,,,,3,How many cars of Xiao Peng did Kyle and Drew show in this video?,多线索推理,Three,,需定位整个介绍小鹏汽车的片段，仔细计数，一共介绍了3辆。,,,,,,,,,,
,,,,4,Does Eva like Drew?,人物属性建模,Yes,,定位到所有Eva和Drew互动的画面，Eva经常被爸爸抱着，她很开心，跟爸爸很亲近，因此Eva喜欢爸爸Drew.,,,,,,,,,,
,,,,5,What Chinese cities did Kyle mention in this video?,多线索推理,"Shanghai, Hangzhou, Beijing",,Kyle一行人是从上海开车到杭州的，他还在参观Onvo的时候提到了准备开一辆Onvo去北京。,,,,,,,,,,
,,,,6,What cars did Kyle actually introduce after Novo?,多跳推理,Tesla,,需定位到介绍完Novo的片段，先是看见一家星巴克，然后遇见了华为，但是他说了要最后介绍华为，紧接着走向了特斯拉的门店。,,,,,,,,,,
,,,,7,"Are BMW, Audi and Mercedes all German cars?",通用知识推理,Yes,博主首先提了大众汽车跟中国的车企合作的事情，然后总结说德国汽车这么做是因为中国业务不好，那么根据语境，接下来提及的几种车应该都是德国的。,定位到Kyle刚走出小鹏汽车门店的片段，他开始介绍德国大众汽车开始跟小鹏合作的事情，总结到德国汽车目前在中国的销量不是太好，接着又列举了几种汽车，可推测出同样是德国车。,,,,,,,,,,
,,,,8,Is the competition in the U.S. auto industry fierce?,通用知识推理,No,博主逛遍了整个商场就只有一家美国车企特斯拉，而且说了特斯拉的车跟中国电车相比看上去很过时，这正是特斯拉在美国本土竞争对手少的体现。,Drew提到过中国的车企竞争更激烈，说特斯拉在欧美的对手并不多。,,,,,,,,,,
39,https://www.youtube.com/watch?v=KbNhL7w07aw,28:03,vlog - 宠物,1,Who did Emma feed after feeding Alaska? ,多跳推理,"Misty, a cat.",,模型需要首先定位Emma喂阿拉斯加的画面，再根据之后的画面内容进行分析，可以看到之后Emma喂的是Misty。,,,,,,,,,,
,,,,2,What are the humidity requirements of reptile animals in their living environment? ,"多线索推理,通用知识推理",Higher humidity.,视频中Emma早上晚上给每一个爬虫动物的家都喷了水，由此可知爬虫动物需要生活在湿润的环境中。,模型需要定位多个Emma给爬虫动物的家喷水的片段，根据片段中Emma的行为可推测爬虫动物需要生活在湿润的环境中。,,,,,,,,,,
,,,,3,Is the ideal temperature for the African fat-tailed gecko to survive high or low? ,通用知识推理,High.,视频中非洲肥尾壁虎箱中的加热灯坏了，Emma换上了新的，由此可知非洲肥尾壁虎需要生活在高温环境。,模型需要定位Emma给非洲肥尾壁虎换加热灯的片段，根据这一行为可推测非洲肥尾壁虎需要生活在高温环境。,,,,,,,,,,
,,,,4,Is Emma a full-time YouTuber? ,人物属性建模,"No, she has a job.",,模型需要定位Emma出去上班的片段，可知她不是全职youtuber，有自己的工作。,,,,,,,,,,
,,,,5,Does Emma have pet-related content on her Instagram? ,人物属性建模,Yes.,,模型需要定位Emma说自己的一只兔子去世的片段，她提到如果大家感兴趣可以去她的Instagram上看具体发生了什么，由此可知Emma会在Instagram发布宠物相关的内容。,,,,,,,,,,
40,https://www.youtube.com/watch?v=brZyjrUy65c,22:55,vlog - 宠物,1,What kind of store does the blogger own? ,"人物属性建模,多模态/多语言推理",A pet supply store.,,模型需要根据听觉识别到视频博主说自己要去打包店铺订单，根据视觉看到他打包订单时的画面，画面中都是宠物用品，由此可知他开的店是宠物用品店。,,,,,,,,,,
,,,,2,What does the blogger do after cleaning out the guinea pig's nest? ,多跳推理,Wash the dishes.,,模型需要首先定位博主清理豚鼠窝的片段，再根据之后片段中的画面进行分析，画面中博主洗了盘子。,,,,,,,,,,
,,,,3,Do guinea pigs poop frequently? ,通用知识推理,Yes.,博主说自己清理完豚鼠窝必须立刻拍照，不然马上又会有新的粪便，由此推测豚鼠排泄频繁。,模型需要定位博主清理豚鼠窝的片段，根据片段中博主说的话进行推测。,,,,,,,,,,
,,,,4,What is Gofundme? ,通用知识推理,A crowdfunding platform.,博主在视频中介绍了一个朋友的狗受伤需要高价治疗，他呼吁大家为他朋友捐钱，同时画面中出现了一个网页截图，是Gofundme，由此可推测Gofundme是个众筹的平台。,模型需要定位博主介绍朋友和她的狗的片段，根据片段中的语言和画面分析得出Gofundme是众筹平台。,,,,,,,,,,
,,,,5,Does the blogger typically adopt animals from rescues? ,人物属性建模,No.,,模型需要定位博主介绍兔子Vinnie的片段，他说这只兔子是他参与救助的第一批动物中的，因为很有意义所以决定把它留下来，因此可推测博主参与救助的其他动物一般不会留下来养。,,,,,,,,,,
41,https://www.youtube.com/watch?v=ixxed_0C6og,22:34,探索 - 参观,1,What do isopods eat? ,通用知识推理,Rotten animals.,根据Emily的介绍，等足动物可以闻到腐烂的动物，然后把它清理掉，就像海洋/陆地的守门人，由此可知等足动物以腐烂的动物为食。,模型需要定位Emily介绍等足动物的片段，感觉介绍内容可知等足动物以腐烂的动物为食。,,,,,,,,,,
,,,,2,Does Emily know a lot about animals? ,"多线索推理,人物属性建模",Yes.,,模型需要定位多个片段，片段中Emily向我们介绍了不同动物的习性等知识，由此可知她有很丰富的动物知识储备。,,,,,,,,,,
,,,,3,How many animal-related locations do they visit in the video? ,多线索推理,Three.,,模型需要识别画面中不同的和动物有关的地点，并通过统计得出他们参观了三个地点，分别是水族馆、Museum of Aquarium and Pet History，和沙滩上的海象。,,,,,,,,,,
,,,,4,Where can people get information about the Museum of Aquarium and Pet History? ,通用知识推理,Moaph.org.,视频中Gary说他们有个网站Moaph.org，可以听到相关介绍，因此Moaph.org网站上可以获得Museum of Aquarium and Pet History相关知识。,模型需要定位Gary介绍自己的网站的片段，根据Gary的话可知Moaph.org网站上可以获得Museum of Aquarium and Pet History相关知识。,,,,,,,,,,
,,,,5,Is Gary henpecked? ,人物属性建模,"Yes, he is.",,模型需要定位Gary介绍自己藏品的片段，他说自己的藏品还有很多，不要告诉他老婆，由此可推测Gary惧内。,,,,,,,,,,
42,https://www.youtube.com/watch?v=kejg7My1x0g,21:52,vlog - 宠物,1,Is Paul a person with a good memory?,人物属性建模,Yes.,,模型需要定位Paul介绍猪的片段，片段中出现了十几只外观相似的猪，他能迅速且准确地分辨出每只猪，并叫出每只猪的名字，由此可知Paul的记忆力很好,,,,,,,,,,
,,,,2,Were all the animals on the PC's farm purchased? ,通用知识推理,No.,Paul说农场里大部分动物都是救助或者寄样在他这里的，因此PC农场中的动物只有一小部分是他自己买的。,模型需要定位Paul介绍野猪的片段，片段中提到了PC农场里的动物大部分的来源是救助，因此不都是买来的。,,,,,,,,,,
,,,,3,Is the water tank filter temperature high or low? ,通用知识推理,High.,视频中Paul把从冰柜中拿出来的鱼食放在水箱过滤器上解冻，由此可知过滤器温度较高。,模型需要定位到Paul喂鱼的片段，看到Paul在过滤器上解冻鱼食可推测过滤器温度较高。,,,,,,,,,,
,,,,4,What paintings can Paul's grandparents draw? ,"人物属性建模,多模态/多语言推理",Oil paintings.,,模型需要定位Paul介绍两幅画的片段，分别是他外祖母和外祖父画的，通过视觉可以判断出是油画，由此可知他外祖母和外祖父会画油画,,,,,,,,,,
,,,,5,How many kinds of pigs are there on the PC's farm? ,多线索推理,Three.,,模型需要根据画面及Paul的介绍识别出不同猪所在的片段，再进行统计得出总共有三种猪。,,,,,,,,,,
43,https://www.youtube.com/watch?v=WTilPM5fpF0,39:42,探索 - 旅行探险,1,What are the natural factors to take into account when shooting？,"多线索推理,通用知识推理",Wind direction.,在准备射击之前，射击手说wind is blowing this way now.以及from north to south等等，可以推出，在射击之前，我们需要考虑到风向这个因素,模型需要定位到他们在射击练习时候的片段，通过分析他们的对话，可以得出答案。,,,,,,,,,,
,,,,2,Is Ron good at shooting?,"多线索推理,人物属性建模,多模态/多语言推理",Yes.,,模型通过定位他们在进行射击练习时候的片段，Ron打了三枪，根据视频片段可以知道，即使在有风的情况下，这三枪都很完美，以及后续他击中的野山羊的大小接近世界纪录。可以推出答案。,,,,,,,,,,
,,,,3,How do people judge if they've hit a ibex?,"多模态/多语言推理,通用知识推理",By the sound.,Ron说他击中山羊了，你可以听到撞击声，并且得到了大家的认同。由此可以推出，通过声音可以判断是否击中了山羊。,模型通过定位到他们第二次击中山羊的片段，讲述他们如何证明山羊是被击中了，由他们的对话可以分析得到。,,,,,,,,,,
,,,,4,"If people want to drive in the mountains, which car is easier?",通用知识推理,Jeep.,博主介绍道他们换了个车，因为这个车更方便，随后镜头展示的是他们驾驶着一辆吉普车在山地石头地里行驶，由此可以知道，jeep更适合在山地里开。,模型通过定位到他们决定换一辆车再行驶的片段，并且结合视频的背景，可以推出答案。,,,,,,,,,,
,,,,5,Is Ron famous in shooting?,人物属性建模,"Yes, he is.",,模型通过分析第三次射击，大家都来为他祝贺，并且之后，他登上了头条新闻-巴基斯坦的顶级新闻频道，由此可以推出答案。,,,,,,,,,,
